datetime,instrument,kunquant_alpha101_alpha004,kunquant_alpha101_alpha009,kunquant_alpha101_alpha012,kunquant_alpha101_alpha033,kunquant_alpha101_alpha101
2021-04-19,SH600004,-3.5,-0.1337142,-0.1337142,0.11044176706827309,0.9484802
2021-04-20,SH600004,-5.0,0.041142702,-0.041142702,0.6197183098591549,-0.19851798
2021-04-21,SH600004,-8.0,0.04228592,-0.04228592,0.710261569416499,-0.51556975
2021-04-22,SH600004,-9.0,0.007999897,-0.007999897,0.6156941649899397,-0.3442263
2021-04-23,SH600004,-8.0,0.033142805,0.033142805,0.4415322580645161,-0.3292388
2021-04-26,SH600004,-1.0,-0.074285746,0.074285746,0.6680161943319838,-0.42146298
2021-04-27,SH600004,-1.0,-0.1702857,0.1702857,0.9554655870445344,-0.85305274
2021-04-28,SH600004,-2.0,-0.04228568,0.04228568,0.4259634888438134,0.3856792
2021-04-29,SH600004,-1.0,-0.011428595,0.011428595,0.23265306122448978,0.52936846
2021-04-30,SH600004,-1.0,0.03885722,0.03885722,0.4732510288065844,-0.20998716
2021-05-06,SH600004,-1.0,0.1371429,0.1371429,0.9553752535496958,-0.86615485
2021-05-07,SH600004,-1.0,0.031999826,-0.031999826,0.7125506072874493,-0.45565474
2021-05-10,SH600004,-1.0,0.027428627,-0.027428627,0.5526315789473685,0.0
2021-05-11,SH600004,-3.0,-0.07200003,-0.07200003,0.5354969574036511,0.25470114
2021-05-12,SH600004,-4.0,-0.011428595,0.011428595,0.5263157894736842,0.57685035
2021-05-13,SH600004,-7.0,-0.06285715,-0.06285715,0.13333333333333333,0.7564789
2021-05-14,SH600004,-7.0,-0.074285746,-0.074285746,0.14227642276422764,0.90819997
2021-05-17,SH600004,-9.0,0.04228592,-0.04228592,0.4543610547667343,-0.19778791
2021-05-18,SH600004,-6.0,-0.0068571568,0.0068571568,0.6134969325153374,0.115366
2021-05-19,SH600004,-5.0,0.018285751,0.018285751,0.7122448979591837,-0.65446603
2021-05-20,SH600004,-3.0,0.011428356,0.011428356,0.36693548387096775,0.04917801
2021-05-21,SH600004,-4.0,0.018285751,-0.018285751,0.7131313131313132,-0.5409215
2021-05-24,SH600004,-6.0,-0.014857054,0.014857054,0.42424242424242425,0.5580523
2021-05-25,SH600004,-8.0,-0.03885722,-0.03885722,0.37298387096774194,0.43417302
2021-05-26,SH600004,-4.0,0.04228568,-0.04228568,0.8649193548387096,-0.5525787
2021-05-27,SH600004,-1.0,0.0057144165,0.0057144165,0.5221774193548387,0.061216403
2021-05-28,SH600004,-1.0,0.035428524,-0.035428524,0.6129032258064516,-0.7824918
2021-05-31,SH600004,-1.0,0.07999992,0.07999992,0.6088709677419355,-0.13041393
2021-06-01,SH600004,-1.0,-0.035428524,0.035428524,0.28888888888888886,0.72405416
2021-06-02,SH600004,-3.0,0.02399993,0.02399993,0.4909090909090909,-0.32808846
2021-06-03,SH600004,-4.0,-0.018285513,0.018285513,0.41818181818181815,0.31030905
2021-06-04,SH600004,-4.0,0.029714108,-0.029714108,0.7636363636363637,-0.54092324
2021-06-07,SH600004,-3.5,0.021714449,-0.021714449,0.703030303030303,-0.5249097
2021-06-08,SH600004,-4.0,-0.08914304,-0.08914304,0.12727272727272726,0.63776237
2021-06-09,SH600004,-8.0,-0.012571335,0.012571335,0.36693548387096775,0.3912459
2021-06-10,SH600004,-9.0,0.0034286976,0.0034286976,0.520242914979757,-0.12856051
2021-06-11,SH600004,-5.5,0.04685712,0.04685712,0.3656565656565657,-0.042855237
2021-06-15,SH600004,-1.0,0.04799986,-0.04799986,0.4716599190283401,-0.8180776
2021-06-16,SH600004,-1.0,0.053714275,0.053714275,0.6855983772819473,-0.6584784
2021-06-17,SH600004,-1.0,-0.026285648,0.026285648,0.2813765182186235,0.7295893
2021-06-18,SH600004,-1.5,0.032000065,0.032000065,0.8441295546558705,-0.4931063
2021-06-21,SH600004,-1.0,0.053714275,-0.053714275,0.8235294117647058,-0.5453868
2021-06-22,SH600004,-1.0,-0.026285887,0.026285887,0.3684210526315789,0.8707751
2021-06-23,SH600004,-2.5,-0.0445714,-0.0445714,0.20081135902636918,0.6427937
2021-06-24,SH600004,-2.0,0.026285887,-0.026285887,0.49796747967479676,-0.24319807
2021-06-25,SH600004,-1.0,-0.029714346,-0.029714346,0.6064908722109533,0.034088988
2021-06-28,SH600004,-1.0,0.035428524,-0.035428524,0.6308316430020284,-0.5868677
2021-06-29,SH600004,-1.0,0.036571503,0.036571503,0.46247464503042596,-0.6975625
2021-06-30,SH600004,-3.0,-0.0068571568,0.0068571568,0.47560975609756095,0.29026222
2020-10-09,SH600006,,,,0.75,0.066068366
2020-10-12,SH600006,,-0.11823654,-0.11823654,0.3165322580645161,0.6419217
2020-10-13,SH600006,,-0.1763525,-0.1763525,0.01606425702811245,0.55637866
2020-10-14,SH600006,,0.13226438,-0.13226438,0.7907444668008048,-0.7415926
2020-10-15,SH600006,,0.052104235,-0.052104235,0.8775100401606426,-0.38261247
2020-10-16,SH600006,,-0.044088125,0.044088125,0.13654618473895583,0.44110957
2020-10-19,SH600006,,0.030060053,-0.030060053,0.5441767068273092,-0.41199383
2020-10-20,SH600006,,-0.17034054,-0.17034054,0.01606425702811245,0.78464335
2020-10-21,SH600006,-9.0,0.060120106,-0.060120106,0.5321285140562249,-0.448989
2020-10-22,SH600006,-8.0,0.028056145,-0.028056145,0.47690763052208834,-0.045175858
2020-10-23,SH600006,-9.0,-0.028056145,-0.028056145,0.04618473895582329,0.33118707
2020-10-26,SH600006,-9.0,-0.11823654,-0.11823654,0.03815261044176707,0.63375145
2020-10-27,SH600006,-9.0,0.08016038,-0.08016038,0.7891566265060241,-0.2829636
2020-10-28,SH600006,-8.0,-0.1543088,-0.1543088,0.02610441767068273,0.64627385
2020-10-29,SH600006,-9.0,-0.16833639,-0.16833639,0.028056112224448898,0.45216325
2020-10-30,SH600006,-9.0,-0.3306613,-0.3306613,0.004008016032064128,0.56804127
2020-11-02,SH600006,-9.0,-0.35270548,0.35270548,0.002008032128514056,0.9043265
2020-11-03,SH600006,-9.0,0.19038057,-0.19038057,0.9959839357429718,-0.5385332
2020-11-04,SH600006,-8.0,-0.05811596,0.05811596,0.06626506024096386,0.3889528
2020-11-05,SH600006,-6.5,-0.47695398,-0.47695398,0.008032128514056224,0.7617936
2020-11-06,SH600006,-9.0,0.06613207,0.06613207,0.963855421686747,-0.35462797
2020-11-09,SH600006,-7.0,0.09418869,-0.09418869,0.9198396793587175,-0.12457648
2020-11-10,SH600006,-3.0,0.2585168,0.2585168,0.9779559118236473,-0.56458765
2020-11-11,SH600006,-2.5,0.13827658,-0.13827658,0.6593186372745491,-0.2178235
2020-11-12,SH600006,-3.0,-0.066132545,-0.066132545,0.9619238476953907,-0.75700015
2020-11-13,SH600006,-1.0,-0.028056145,0.028056145,0.843687374749499,-0.38900372
2020-11-16,SH600006,-1.0,0.08016014,0.08016014,0.9539078156312625,-0.39783466
2020-11-17,SH600006,-1.0,-0.21242476,-0.21242476,0.028056112224448898,0.69762665
2020-11-18,SH600006,-2.5,0.036072254,-0.036072254,0.2845691382765531,0.19270173
2020-11-19,SH600006,-7.5,0.030059814,0.030059814,0.9779559118236473,-0.47580028
2020-11-20,SH600006,-3.0,-0.36873722,-0.36873722,0.018036072144288578,0.7166981
2020-11-23,SH600006,-9.0,-0.014028072,0.014028072,0.36072144288577157,0.19447556
2020-11-24,SH600006,-7.0,0.15430832,-0.15430832,0.9839679358717435,-0.65635824
2020-11-25,SH600006,-5.5,-0.1763525,-0.1763525,0.02404809619238477,0.63826376
2020-11-26,SH600006,-6.0,0.3607216,-0.3607216,0.9939879759519038,-0.7921084
2020-11-27,SH600006,-3.0,-0.044088364,0.044088364,0.7274549098196392,-0.07866591
2020-11-30,SH600006,-2.5,0.08817625,-0.08817625,0.24248496993987975,0.13552569
2020-12-01,SH600006,-2.5,-0.022044182,-0.022044182,0.21442885771543085,0.38540643
2020-12-02,SH600006,-1.0,0.13226461,0.13226461,0.9215291750503019,-0.49717942
2020-12-03,SH600006,-1.0,-0.030059814,-0.030059814,0.14859437751004015,0.19447626
2020-12-04,SH600006,-3.0,-0.0080161095,-0.0080161095,0.178714859437751,0.19180529
2020-12-07,SH600006,-1.5,0.20641279,-0.20641279,0.9196787148594378,-0.8753483
2020-12-08,SH600006,-3.0,-0.036072254,0.036072254,0.20281124497991967,0.18591939
2020-12-09,SH600006,-1.0,0.1763525,0.1763525,0.9357429718875502,-0.77794063
2020-12-10,SH600006,-1.0,0.11623287,-0.11623287,0.8734939759036144,-0.37850073
2020-12-11,SH600006,-1.5,-0.028056145,0.028056145,0.16265060240963855,0.1489867
2020-12-14,SH600006,-3.0,-0.42685366,-0.42685366,0.014084507042253521,0.8148193
2020-12-15,SH600006,-9.0,-0.4629259,-0.4629259,0.040160642570281124,0.735712
2020-12-16,SH600006,-9.0,-0.2785573,-0.2785573,0.9378757515030061,-0.29364732
2020-12-17,SH600006,-9.0,0.5450902,-0.5450902,0.004008016032064128,0.851805
2020-12-18,SH600006,-9.0,0.5951905,0.5951905,0.002004008016032064,0.9747365
2020-12-21,SH600006,-9.0,0.6533065,-0.6533065,0.13253012048192772,0.38394544
2020-12-22,SH600006,-9.0,0.29458904,-0.29458904,0.37751004016064255,-0.13557504
2020-12-23,SH600006,-8.0,0.16833687,0.16833687,0.09859154929577464,0.34960362
2020-12-24,SH600006,-7.0,0.7635274,-0.7635274,0.971830985915493,-0.76414895
2020-12-25,SH600006,-5.0,0.17034054,0.17034054,0.04435483870967742,0.6153052
2020-12-28,SH600006,-6.0,-0.2144289,0.2144289,0.1028225806451613,0.32854748
2020-12-29,SH600006,-6.0,0.20641279,-0.20641279,0.7987927565392354,-0.3244481
2020-12-30,SH600006,-6.0,-0.0,0.0,0.8873239436619719,-0.26010087
2020-12-31,SH600006,-4.5,-0.20641279,-0.20641279,0.19114688128772636,0.2670195
2021-01-04,SH600006,-2.0,0.16232443,-0.16232443,0.14285714285714285,0.35462868
2021-01-05,SH600006,-1.0,0.25050116,0.25050116,0.9959839357429718,-0.69894326
2021-01-06,SH600006,-1.0,0.29258537,-0.29258537,0.893574297188755,-0.5726319
2021-01-07,SH600006,-1.0,0.038075924,0.038075924,0.2289156626506024,0.017502153
2021-01-08,SH600006,-2.5,-0.16833687,-0.16833687,0.9337349397590361,-0.6797174
2021-01-11,SH600006,-1.5,-0.18436861,-0.18436861,0.6546184738955824,-0.5695817
2021-01-12,SH600006,-1.0,-0.060120106,0.060120106,0.21887550200803213,0.4375716
2021-01-13,SH600006,-2.0,0.2585168,0.2585168,0.9839357429718876,-0.7485018
2021-01-14,SH600006,-1.0,-0.052103996,0.052103996,0.09437751004016064,0.52020067
2021-01-15,SH600006,-3.5,-0.044088364,0.044088364,0.42971887550200805,0.21325101
2021-01-18,SH600006,-1.0,0.14629269,-0.14629269,0.9798792756539235,-0.7108313
2021-01-19,SH600006,-1.0,0.17034054,0.17034054,0.9016064257028112,-0.54813457
2021-01-20,SH600006,-2.0,-0.052103996,0.052103996,0.3273092369477912,0.14898504
2021-01-21,SH600006,-1.0,-0.044088364,-0.044088364,0.19438877755511022,0.30137298
2021-01-22,SH600006,-2.0,-0.036072254,-0.036072254,0.24448897795591182,0.014057626
2021-01-25,SH600006,-2.5,0.30060148,-0.30060148,0.8096192384769539,-0.7819152
2021-01-26,SH600006,-1.0,0.19839668,-0.19839668,0.9138276553106213,-0.715452
2021-01-27,SH600006,-2.5,-0.08016014,0.08016014,0.19238476953907815,0.35153356
2021-01-28,SH600006,-2.0,-0.0080161095,-0.0080161095,0.0781563126252505,0.45267868
2021-01-29,SH600006,-3.0,0.31663322,0.31663322,0.9899598393574297,-0.7383493
2021-02-01,SH600006,-4.0,-0.060120106,0.060120106,0.3534136546184739,0.18670669
2021-02-02,SH600006,-9.0,-0.19839716,-0.19839716,0.07645875251509054,0.65635955
2021-02-03,SH600006,-6.0,0.1623249,-0.1623249,0.9016064257028112,-0.8959365
2021-02-04,SH600006,-9.0,-0.14028072,-0.14028072,0.05421686746987952,0.32332408
2021-02-05,SH600006,-3.5,0.44889784,-0.44889784,0.9718875502008032,-0.71496534
2021-02-08,SH600006,-1.0,0.066132545,-0.066132545,0.7751004016064257,-0.19909868
2021-02-09,SH600006,-1.5,-0.22845697,-0.22845697,0.1285140562248996,0.5087912
2021-02-10,SH600006,-3.0,0.060120106,-0.060120106,0.9377510040160643,-0.36501026
2021-02-18,SH600006,-3.0,-0.47094202,-0.47094202,0.012096774193548387,0.88327605
2021-02-19,SH600006,-9.0,-0.24248505,-0.24248505,0.3867735470941884,0.46808887
2021-02-22,SH600006,-7.0,0.124248505,-0.124248505,0.7274549098196392,-0.14239432
2021-02-23,SH600006,-4.5,0.0380764,-0.0380764,0.25301204819277107,0.20593108
2021-02-24,SH600006,-7.0,0.058116436,-0.058116436,0.56312625250501,-0.08301999
2021-02-25,SH600006,-7.0,0.022043705,-0.022043705,0.4919678714859438,-0.23656078
2021-02-26,SH600006,-4.0,-0.066132545,0.066132545,0.2971887550200803,0.14850546
2021-03-01,SH600006,-2.0,-0.08817625,0.08817625,0.20481927710843373,0.7001752
2021-03-02,SH600006,-2.0,0.19038057,-0.19038057,0.9377510040160643,-0.7342138
2021-03-03,SH600006,-1.0,-0.13827658,0.13827658,0.1827309236947791,0.7463735
2021-03-04,SH600006,-2.0,0.13827658,-0.13827658,0.7048192771084337,-0.31622523
2021-03-05,SH600006,-1.0,-0.29258537,-0.29258537,0.024096385542168676,0.7298607
2021-03-08,SH600006,-9.0,0.050100327,-0.050100327,0.27364185110663986,-0.23342481
2021-03-09,SH600006,-2.0,0.529058,0.529058,1.0,-0.95826155
2021-03-10,SH600006,-1.0,0.14028072,-0.14028072,0.9275653923541247,-0.6817696
2021-03-11,SH600006,-1.0,-0.06613207,0.06613207,0.2404040404040404,0.67631704
2021-03-12,SH600006,-2.0,-0.014028072,0.014028072,0.4576612903225806,0.11934803
2021-03-15,SH600006,-1.0,0.06613207,-0.06613207,0.6539235412474849,-0.043222636
2021-03-16,SH600006,-4.5,-0.18436861,-0.18436861,0.2052313883299799,0.5171849
2021-03-17,SH600006,-4.0,0.07414818,-0.07414818,0.6338028169014085,-0.22837958
2021-03-18,SH600006,-1.0,0.08016014,-0.08016014,0.875,-0.5462795
2021-03-19,SH600006,-1.5,0.074148655,-0.074148655,0.6411290322580645,-0.13213508
2021-03-22,SH600006,-1.0,-0.17635298,-0.17635298,0.10462776659959759,0.70307034
2021-03-23,SH600006,-2.0,0.124248505,-0.124248505,0.8092369477911646,-0.6752904
2021-03-24,SH600006,-5.0,0.07414818,-0.07414818,0.5171026156941649,-0.22837463
2021-03-25,SH600006,-7.0,0.028056145,-0.028056145,0.3493975903614458,0.21891218
2021-03-26,SH600006,-6.0,-0.13827658,-0.13827658,0.12449799196787148,0.8212296
2021-03-29,SH600006,-6.0,0.050100327,-0.050100327,0.6606425702811245,-0.38063225
2021-03-30,SH600006,-8.5,0.044088364,-0.044088364,0.30522088353413657,0.28026834
2021-03-31,SH600006,-9.0,-0.050100327,-0.050100327,0.6659959758551308,-0.038261365
2021-04-01,SH600006,-8.0,-0.06613207,-0.06613207,0.3253012048192771,0.26128387
2021-04-02,SH600006,-5.0,0.044087887,-0.044087887,0.4084507042253521,0.03685147
2021-04-06,SH600006,-4.0,-0.14829636,-0.14829636,0.09236947791164658,0.71610206
2021-04-07,SH600006,-6.0,0.060120106,-0.060120106,0.7630522088353414,-0.2959721
2021-04-08,SH600006,-6.0,0.07214451,-0.07214451,0.6967871485943775,-0.71838796
2021-04-09,SH600006,-2.5,0.030059814,-0.030059814,0.8172690763052208,-0.56592745
2021-04-12,SH600006,-1.0,0.08817625,0.08817625,0.606425702811245,-0.63666487
2021-04-13,SH600006,-2.0,-0.014028072,-0.014028072,0.5,-0.41199297
2021-04-14,SH600006,-9.0,-0.06613207,-0.06613207,0.45875251509054327,0.5472808
2021-04-15,SH600006,-8.0,0.016032219,-0.016032219,0.4314516129032258,0.17959729
2021-04-16,SH600006,-2.5,-0.19839716,-0.19839716,0.0783132530120482,0.79690254
2021-04-19,SH600006,-9.0,-0.47895765,-0.47895765,0.03413654618473896,0.9723828
2021-04-20,SH600006,-9.0,0.038075924,0.038075924,0.993963782696177,-0.59041756
2021-04-21,SH600006,-8.0,0.17635298,-0.17635298,0.32796780684104626,0.08486102
2021-04-22,SH600006,-6.0,0.07214403,-0.07214403,0.9215291750503019,-0.58727664
2021-04-23,SH600006,-5.0,0.10420847,-0.10420847,0.8669354838709677,-0.80431336
2021-04-26,SH600006,-4.0,-0.044087887,-0.044087887,0.18218623481781376,0.259333
2021-04-27,SH600006,-2.0,0.19839668,-0.19839668,0.8522267206477733,-0.530925
2021-04-28,SH600006,-2.0,-0.044088364,0.044088364,0.18255578093306288,0.71680176
2021-04-29,SH600006,-2.0,0.07214451,-0.07214451,0.7,-0.3591969
2021-04-30,SH600006,-1.0,-0.036072254,0.036072254,0.43004115226337447,-0.13213411
2021-05-06,SH600006,-5.0,-0.11823654,-0.11823654,0.12170385395537525,0.68643445
2021-05-07,SH600006,-6.5,0.11823654,-0.11823654,0.7995951417004049,-0.7612637
2021-05-10,SH600006,-6.0,-0.25651312,-0.25651312,0.04251012145748988,0.6379217
2021-05-11,SH600006,-7.0,-0.0080161095,-0.0080161095,0.45233265720081134,0.1317371
2021-05-12,SH600006,-8.5,-0.25050068,-0.25050068,0.03643724696356275,0.6604426
2021-05-13,SH600006,-9.0,0.26452875,-0.26452875,0.9717171717171718,-0.7544647
2021-05-14,SH600006,-5.0,-0.21242476,-0.21242476,0.07723577235772358,0.6976259
2021-05-17,SH600006,-9.0,-0.18436861,-0.18436861,0.04665314401622718,0.5291428
2021-05-18,SH600006,-9.0,0.10420847,-0.10420847,0.7116564417177914,-0.05513887
2021-05-19,SH600006,-8.0,-0.18436909,-0.18436909,0.06326530612244897,0.37265795
2021-05-20,SH600006,-9.0,0.124248505,-0.124248505,0.6612903225806451,-0.17576578
2021-05-21,SH600006,-6.0,0.022044182,-0.022044182,0.3292929292929293,0.10488869
2021-05-24,SH600006,-5.5,0.25050116,-0.25050116,0.9636363636363636,-0.9945865
2021-05-25,SH600006,-6.0,-0.052104473,0.052104473,0.34274193548387094,0.43381286
2021-05-26,SH600006,-7.0,-0.05009985,-0.05009985,0.6088709677419355,0.0
2021-05-27,SH600006,-4.5,0.05811596,-0.05811596,0.8689516129032258,-0.3859689
2021-05-28,SH600006,-1.0,-0.124248505,-0.124248505,0.06854838709677419,0.71083176
2021-05-31,SH600006,-1.5,-0.11022043,0.11022043,0.20161290322580644,0.44618177
2021-06-01,SH600006,-8.0,0.028056145,-0.028056145,0.37373737373737376,0.28387552
2021-06-02,SH600006,-8.5,-0.529058,-0.529058,0.00202020202020202,0.9715708
2021-06-03,SH600006,-9.0,0.13226461,0.13226461,0.9878787878787879,-0.6376843
2021-06-04,SH600006,-8.0,0.08216429,-0.08216429,0.8646464646464647,-0.2847913
2021-06-07,SH600006,-8.0,0.050100327,-0.050100327,0.802020202020202,-0.30609244
2021-06-08,SH600006,-8.0,-0.30060148,-0.30060148,0.01818181818181818,0.7524195
2021-06-09,SH600006,-7.0,0.14629269,-0.14629269,0.9637096774193549,-0.7001757
2021-06-10,SH600006,-8.0,-0.26452923,-0.26452923,0.030364372469635626,0.7980261
2021-06-11,SH600006,-8.5,0.12625265,-0.12625265,0.7535353535353535,-0.51387316
2021-06-15,SH600006,-5.0,0.22044086,-0.22044086,0.7692307692307693,-0.36943945
2021-06-16,SH600006,-1.0,0.53506994,0.53506994,0.9918864097363083,-0.91992027
2021-06-17,SH600006,-1.0,-0.08817625,0.08817625,0.1437246963562753,0.58962184
2021-06-18,SH600006,-1.5,-0.31462908,-0.31462908,0.016194331983805668,0.67511916
2021-06-21,SH600006,-4.0,-0.030060291,0.030060291,0.38742393509127787,0.20593035
2021-06-22,SH600006,-5.0,-0.07414818,0.07414818,0.7834008097165992,-0.1990979
2021-06-23,SH600006,-5.0,0.13226461,-0.13226461,0.0872210953346856,0.46526033
2021-06-24,SH600006,-5.0,0.066132545,-0.066132545,0.5955284552845529,-0.13464032
2021-06-25,SH600006,-4.0,0.030059814,-0.030059814,0.6460446247464503,0.0
2021-06-28,SH600006,-5.5,-0.022044182,-0.022044182,0.5446247464503042,-0.09966097
2021-06-29,SH600006,-1.0,0.2865734,-0.2865734,0.9878296146044625,-0.79782826
2021-06-30,SH600006,-2.0,-0.0,0.0,0.5640243902439024,0.0
2020-10-09,SH600008,,,,0.8044354838709677,0.0
2020-10-12,SH600008,,-0.028128624,-0.028128624,0.48286290322580644,0.6935541
2020-10-13,SH600008,,-0.014351249,0.014351249,0.6546184738955824,-0.32209814
2020-10-14,SH600008,,0.014351249,-0.014351249,0.545271629778672,-0.5758942
2020-10-15,SH600008,,0.004592538,-0.004592538,0.41164658634538154,-0.23757574
2020-10-16,SH600008,,0.00975883,0.00975883,0.3755020080321285,0.3115978
2020-10-19,SH600008,,0.023536205,0.023536205,0.8253012048192772,-0.730887
2020-10-20,SH600008,,-0.023536205,0.023536205,0.17269076305220885,0.6090667
2020-10-21,SH600008,-9.0,-0.0,-0.0,0.142570281124498,0.19196656
2020-10-22,SH600008,-9.0,-0.00975883,-0.00975883,0.17269076305220885,0.3221008
2020-10-23,SH600008,-9.0,0.0045924187,-0.0045924187,0.3293172690763052,-0.31160578
2020-10-26,SH600008,-9.0,-0.009184957,0.009184957,0.17269076305220885,0.7127109
2020-10-27,SH600008,-8.0,0.014351368,0.014351368,0.6726907630522089,-0.23757115
2020-10-28,SH600008,-7.5,-0.0,-0.0,0.46887550200803213,0.0
2020-10-29,SH600008,-6.0,0.0045924187,0.0045924187,0.7615230460921844,0.0
2020-10-30,SH600008,-8.0,0.018943787,-0.018943787,0.3246492985971944,-0.7678714
2020-11-02,SH600008,-9.0,-0.014351368,-0.014351368,0.27710843373493976,0.4751513
2020-11-03,SH600008,-9.0,-0.033295035,-0.033295035,0.2791164658634538,0.9709769
2020-11-04,SH600008,-8.0,-0.0,0.0,0.34236947791164657,0.0
2020-11-05,SH600008,-6.0,-0.0045924187,-0.0045924187,0.7710843373493976,0.0
2020-11-06,SH600008,-8.5,-0.0,-0.0,0.26104417670682734,0.23757426
2020-11-09,SH600008,-7.0,-0.0051665306,-0.0051665306,0.8366733466933868,0.0
2020-11-10,SH600008,-5.0,-0.0,0.0,0.26452905811623245,-0.19196592
2020-11-11,SH600008,-2.0,-0.0,0.0,0.5050100200400801,-0.23757298
2020-11-12,SH600008,-6.5,-0.0,0.0,0.5070140280561122,0.0
2020-11-13,SH600008,-3.0,-0.014351249,-0.014351249,0.28256513026052105,0.17842379
2020-11-16,SH600008,-4.5,-0.014351368,0.014351368,0.6432865731462926,0.47514936
2020-11-17,SH600008,-3.5,-0.014351249,-0.014351249,0.23847695390781562,0.4161354
2020-11-18,SH600008,-3.0,0.01951778,-0.01951778,0.8276553106212425,-0.3839328
2020-11-19,SH600008,-1.0,0.009184837,-0.009184837,0.7655310621242485,-0.5759046
2020-11-20,SH600008,-2.0,-0.014351368,0.014351368,0.35070140280561124,0.5759039
2020-11-23,SH600008,-1.5,-0.0,-0.0,0.7024048096192385,0.0
2020-11-24,SH600008,-1.0,0.009758949,-0.009758949,0.779559118236473,-0.7127222
2020-11-25,SH600008,-1.0,0.014351249,0.014351249,0.3867735470941884,-0.4831475
2020-11-26,SH600008,-2.5,-0.0045924187,0.0045924187,0.3527054108216433,0.23757003
2020-11-27,SH600008,-3.0,0.0045924187,-0.0045924187,0.6102204408817635,0.0
2020-11-30,SH600008,-3.5,-0.0045924187,-0.0045924187,0.2875751503006012,0.16104978
2020-12-01,SH600008,-4.0,-0.0,0.0,0.7555110220440882,0.23757145
2020-12-02,SH600008,-1.0,-0.0051664114,0.0051664114,0.5100603621730382,0.0
2020-12-03,SH600008,-1.0,0.0051664114,-0.0051664114,0.5100401606425703,-0.3115983
2020-12-04,SH600008,-1.5,0.0045924187,-0.0045924187,0.6265060240963856,-0.31159842
2020-12-07,SH600008,-1.0,0.014351368,-0.014351368,0.5421686746987951,-0.93480253
2020-12-08,SH600008,-1.0,0.0045924187,-0.0045924187,0.4397590361445783,-0.45265093
2020-12-09,SH600008,-1.5,-0.024110198,0.024110198,0.40963855421686746,-0.6441987
2020-12-10,SH600008,-1.0,-0.0045924187,-0.0045924187,0.6546184738955824,-0.23757128
2020-12-11,SH600008,-1.0,-0.014351368,0.014351368,0.3865461847389558,-0.48315507
2020-12-14,SH600008,-6.0,-0.0045924187,0.0045924187,0.4124748490945674,0.47514212
2020-12-15,SH600008,-1.5,0.0045924187,-0.0045924187,0.6144578313253012,-0.31160286
2020-12-16,SH600008,-4.0,0.00975883,0.00975883,0.48897795591182364,-0.6231948
2020-12-17,SH600008,-3.0,-0.0,-0.0,0.7194388777555111,0.19196936
2020-12-18,SH600008,-1.0,-0.0,0.0,0.5200400801603207,0.0
2020-12-21,SH600008,-2.0,-0.00975883,-0.00975883,0.4759036144578313,0.38393515
2020-12-22,SH600008,-8.0,0.014351249,0.014351249,0.3192771084337349,-0.47514507
2020-12-23,SH600008,-8.0,0.009758949,0.009758949,0.7746478873239436,-0.62319964
2020-12-24,SH600008,-5.0,0.009184837,0.009184837,0.30784708249496984,-0.38393706
2020-12-25,SH600008,-6.0,-0.0,-0.0,0.7530241935483871,0.0
2020-12-28,SH600008,-1.0,0.01951778,-0.01951778,0.6209677419354839,-0.55484277
2020-12-29,SH600008,-4.0,-0.0051664114,0.0051664114,0.4939637826961771,0.0
2020-12-30,SH600008,-5.5,-0.0,-0.0,0.6941649899396378,-0.13871334
2020-12-31,SH600008,-1.0,-0.009184837,0.009184837,0.49899396378269617,0.38393357
2021-01-04,SH600008,-3.0,-0.014351368,0.014351368,0.6368209255533199,0.0
2021-01-05,SH600008,-3.0,-0.0,0.0,0.45582329317269077,0.0
2021-01-06,SH600008,-5.0,0.009184837,-0.009184837,0.570281124497992,-0.7127267
2021-01-07,SH600008,-9.0,0.01951778,0.01951778,0.3514056224899598,-0.48315015
2021-01-08,SH600008,-9.0,-0.043053985,-0.043053985,0.11847389558232932,0.7371465
2021-01-11,SH600008,-9.0,0.028702736,-0.028702736,0.3473895582329317,-0.6442005
2021-01-12,SH600008,-8.0,-0.0,-0.0,0.857429718875502,-0.19196917
2021-01-13,SH600008,-9.0,-0.019517899,-0.019517899,0.18875502008032127,0.48725906
2021-01-14,SH600008,-9.0,-0.009184837,0.009184837,0.39759036144578314,0.36544138
2021-01-15,SH600008,-8.0,-0.00975883,0.00975883,0.3714859437751004,0.5759027
2021-01-18,SH600008,-7.0,0.0045924187,-0.0045924187,0.8470824949698189,-0.23757868
2021-01-19,SH600008,-4.0,-0.0,-0.0,0.36646586345381527,0.47515142
2021-01-20,SH600008,-2.5,0.0051664114,-0.0051664114,0.42168674698795183,0.0
2021-01-21,SH600008,-5.0,0.0045924187,0.0045924187,0.6062124248496994,0.0
2021-01-22,SH600008,-4.5,0.018943787,0.018943787,0.3867735470941884,-0.5759056
2021-01-25,SH600008,-3.0,0.014351368,-0.014351368,0.33867735470941884,-0.47515675
2021-01-26,SH600008,-5.0,-0.009184837,0.009184837,0.45991983967935873,-0.31160468
2021-01-27,SH600008,-2.0,-0.009758949,0.009758949,0.33867735470941884,0.27742317
2021-01-28,SH600008,-2.5,0.0045924187,-0.0045924187,0.38877755511022044,0.0
2021-01-29,SH600008,-9.0,0.009758949,0.009758949,0.26706827309236947,-0.16105022
2021-02-01,SH600008,-9.0,-0.0045924187,0.0045924187,0.6847389558232931,-0.23757514
2021-02-02,SH600008,-8.0,0.009184837,0.009184837,0.641851106639839,-0.3116078
