factor_id,original_source,formula_semantic_summary,existing_family,existing_mechanism,proposed_economic_theme,proposed_subtheme,raw_eligibility,composite_eligibility,direction_authority_status,horizon_window,measurement_type,unit_dimension,dated_availability,authoritative_semantics,known_accepted_residual,semantic_resolved,unresolved_status,source_reference,exact_duplicate_group,exact_relation_scope,dense_lag_family,dense_lag,candidate_representative_role,candidate_composite_role,candidate_hybrid_role,inclusion_exclusion_reason,coverage_scope,full_coverage,worst_era_coverage,coverage_A,coverage_B,coverage_C,coverage_D,infinite_fraction,legacy_cluster_id_0_7,legacy_cluster_id_0_85,legacy_cluster_id_0_95,legacy_cluster_id_0_995
alpha360_CLOSE28,alpha360,"Qlib Alpha360 expression: Ref($close, 28)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_28,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,28,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9534173818369096,0.8973868044451032,0.9428187199319776,0.8973868044451032,0.9822109249620361,0.9974193370887756,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,e0b93e5b5907a91b96d8,dd158e093b1f242a9689
alpha360_CLOSE29,alpha360,"Qlib Alpha360 expression: Ref($close, 29)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_29,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,29,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9532422473236646,0.8969960921944299,0.9426105694484587,0.8969960921944299,0.9821328396147515,0.9974152102291095,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,e0b93e5b5907a91b96d8,af2450b93a401873f3a0
alpha360_CLOSE3,alpha360,"Qlib Alpha360 expression: Ref($close, 3)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_3,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,3,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9620665872562912,0.9160918119144013,0.9531904475279589,0.9160918119144013,0.9860103935706991,0.9981319081911286,0.0,4d67c4edaacfd610ed74,31131cd63637fe2141e3,c3c184d5e017126418cb,e3d60641ad8e6c1d41b3
alpha360_CLOSE30,alpha360,"Qlib Alpha360 expression: Ref($close, 30)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_30,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,alpha158_ROC30,2010-01-29..2023-12-29 canonical key axis; not universal formula proof,alpha360_CLOSE,30,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9530761481249463,0.8966094783240084,0.9424267252846712,0.8966094783240084,0.9820540693082803,0.9974110833694434,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,bd34cc5be5fc78f5fad8,109daa6c9ef8dfbf4020
alpha360_CLOSE31,alpha360,"Qlib Alpha360 expression: Ref($close, 31)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_31,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,31,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.952911705400558,0.8962426732914707,0.942230065061389,0.8962426732914707,0.9819814636344893,0.997408332129666,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,bd34cc5be5fc78f5fad8,129217575f32e4ed8122
alpha360_CLOSE32,alpha360,"Qlib Alpha360 expression: Ref($close, 32)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_32,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,32,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9527572015221493,0.8958902125898143,0.9420568272916661,0.8958902125898143,0.9819006384504579,0.997408332129666,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,fa2890a2cc225368682d,f2cee8df3f93f3e6e6d8
alpha360_CLOSE33,alpha360,"Qlib Alpha360 expression: Ref($close, 33)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_33,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,33,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9526037517637687,0.8955391180149085,0.9418835895219433,0.8955391180149085,0.9818246079807335,0.9974069565097772,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,fa2890a2cc225368682d,0e7baeaf172d53e7c8a5
alpha360_CLOSE34,alpha360,"Qlib Alpha360 expression: Ref($close, 34)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_34,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,34,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9524631020343011,0.8952091984046372,0.941734658071952,0.8952091984046372,0.9817499474293824,0.9974035174600554,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,19d76af8d6af6bbd435d,a8257c0f2abf5ced2c56
alpha360_CLOSE35,alpha360,"Qlib Alpha360 expression: Ref($close, 35)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_35,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,35,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9523201934762018,0.8948874755548695,0.941573794428638,0.8948874755548695,0.9816732320004713,0.9974021418401667,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,19d76af8d6af6bbd435d,81bfc98903edd5e52981
alpha360_CLOSE36,alpha360,"Qlib Alpha360 expression: Ref($close, 36)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_36,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,36,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.952174122558018,0.8945589220713487,0.9414063017890335,0.8945589220713487,0.9815985714491202,0.9974014540302224,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,0119a5d12159986ff7d7,4bd5e26e45acc58f5420
alpha360_CLOSE37,alpha360,"Qlib Alpha360 expression: Ref($close, 37)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_37,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,37,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9520363340114839,0.8942317347145785,0.9412635574022467,0.8942317347145785,0.9815232259385824,0.9973993906003893,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,0119a5d12159986ff7d7,19cc2c431527aa1a06d8
alpha360_CLOSE38,alpha360,"Qlib Alpha360 expression: Ref($close, 38)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_38,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,38,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9518968889906199,0.8938977167240554,0.9411186033500296,0.8938977167240554,0.9814526751423517,0.9973952637407232,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,bded87163fed4a9fb332,530384cde46c2129a31a
alpha360_CLOSE39,alpha360,"Qlib Alpha360 expression: Ref($close, 39)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_39,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,39,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9517591004440857,0.8935705293672852,0.9409701138331243,0.8935705293672852,0.9813869190604277,0.9973925125009457,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,bded87163fed4a9fb332,7f98d713a07e53a1b104
alpha360_CLOSE4,alpha360,"Qlib Alpha360 expression: Ref($close, 4)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_4,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,4,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9611591405006468,0.9141689885129232,0.9521134565973097,0.9141689885129232,0.9856124322832224,0.9979991608718679,0.0,fbcfce924ce2b3e665d6,9c8ea301d328a2cd7d32,654e1918dda895fd41b3,e0c7e4f14d5cd95a5bf5
alpha360_CLOSE40,alpha360,"Qlib Alpha360 expression: Ref($close, 40)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_40,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,40,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9516318530978328,0.8932583694047718,0.9408379758404021,0.8932583694047718,0.9813245877744374,0.9973938881208344,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,aa3d8fb03aff0452da6a,a49cf24859025c6696e4
alpha360_CLOSE41,alpha360,"Qlib Alpha360 expression: Ref($close, 41)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_41,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,41,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9515071657573626,0.8929660182801421,0.9406969991859593,0.8929660182801421,0.9812677361619407,0.9973952637407232,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,aa3d8fb03aff0452da6a,e4db0944b44de1180856
alpha360_CLOSE42,alpha360,"Qlib Alpha360 expression: Ref($close, 42)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_42,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,42,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9513904596113911,0.8926784485991395,0.9405759095203877,0.8926784485991395,0.9812101995902575,0.9973980149805006,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,2814b13cf3cfa2e3a7c7,2d45ac0065c78fe0521c
alpha360_CLOSE43,alpha360,"Qlib Alpha360 expression: Ref($close, 43)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_43,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,43,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9512728499339669,0.8923895127913863,0.940452610189386,0.8923895127913863,0.9811540329369475,0.9974000784103336,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,2814b13cf3cfa2e3a7c7,43305fe4e331fe26c38b
alpha360_CLOSE44,alpha360,"Qlib Alpha360 expression: Ref($close, 44)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_44,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,44,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9511550896679672,0.8921060414906355,0.9403262173267821,0.8921060414906355,0.9810971813244508,0.9974014540302224,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,8249de9fd7d941c9fbe6,af1e245f6e56d4709b06
alpha360_CLOSE45,alpha360,"Qlib Alpha360 expression: Ref($close, 45)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_45,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,45,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9510412447049292,0.89181164117588,0.9402161759883613,0.89181164117588,0.9810410146711408,0.9974055808898885,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,8249de9fd7d941c9fbe6,c50f7f0975b1760a5c91
alpha360_CLOSE46,alpha360,"Qlib Alpha360 expression: Ref($close, 46)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_46,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,46,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9509307126905511,0.8915220223047514,0.940115415244747,0.8915220223047514,0.9809848480178308,0.9974055808898885,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,f3d8643e4a7562faeef6,c127ae9a3551f23ea2c1
alpha360_CLOSE47,alpha360,"Qlib Alpha360 expression: Ref($close, 47)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_47,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,47,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9508240959791344,0.891246064701129,0.9400146545011326,0.891246064701129,0.9809321061604545,0.9974062686998328,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,f3d8643e4a7562faeef6,270aab90881e94505cc8
alpha360_CLOSE48,alpha360,"Qlib Alpha360 expression: Ref($close, 48)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_48,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,48,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9507179310334443,0.8909803530481362,0.9399108002259162,0.8909803530481362,0.9808773094255179,0.9974055808898885,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,18549a84594ba3a19eaa,ee6867eeec2efe315cca
alpha360_CLOSE49,alpha360,"Qlib Alpha360 expression: Ref($close, 49)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_49,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,49,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9506198978708281,0.890720788965521,0.9398312522704312,0.890720788965521,0.980816348057901,0.9974042052699998,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,18549a84594ba3a19eaa,d788148bf1ef3da17441
alpha360_CLOSE5,alpha360,"Qlib Alpha360 expression: Ref($close, 5)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_5,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,alpha158_ROC5,2010-01-29..2023-12-29 canonical key axis; not universal formula proof,alpha360_CLOSE,5,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9603580092792681,0.9124476688071596,0.9511982131761466,0.9124476688071596,0.9852336498529735,0.9978781063216612,0.0,fbcfce924ce2b3e665d6,10ab03ef9cf7699ad71e,97579789a904a6255f78,f6bf23d675dfb9340db4
alpha360_CLOSE50,alpha360,"Qlib Alpha360 expression: Ref($close, 50)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_50,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,50,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9505208105881839,0.8904748861504119,0.9397353527907633,0.8904748861504119,0.9807615513229644,0.9974035174600554,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,ab871b25367ba7b1a7c7,2873c831d867c4625a01
alpha360_CLOSE51,alpha360,"Qlib Alpha360 expression: Ref($close, 51)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_51,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,51,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9504236809570206,0.8902412784760583,0.9396403371772674,0.8902412784760583,0.980704014751281,0.9974007662202781,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,ab871b25367ba7b1a7c7,fd24d9fa8c6fdb48d314
alpha360_CLOSE52,alpha360,"Qlib Alpha360 expression: Ref($close, 52)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_52,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,52,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9503259489715553,0.8900124522453318,0.9395448796306853,0.8900124522453318,0.9806416834652907,0.9973959515506675,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,139a45fbd384ad1ac167,8d3644d99bdfce0ca18c
alpha360_CLOSE53,alpha360,"Qlib Alpha360 expression: Ref($close, 53)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_53,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,53,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9502252052145812,0.8897904566483583,0.9394357221584365,0.8897904566483583,0.9805800371384871,0.9973911368810571,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,139a45fbd384ad1ac167,ff5ada582a8e125d788a
alpha360_CLOSE54,alpha360,"Qlib Alpha360 expression: Ref($close, 54)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_54,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,54,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9501369603093691,0.8895670949246341,0.939363245132328,0.8895670949246341,0.9805211306484303,0.9973849465915579,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,26125719bd2fa2e774a2,cdad79daa48318f8b357
alpha360_CLOSE55,alpha360,"Qlib Alpha360 expression: Ref($close, 55)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_55,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,55,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9500530824728451,0.8893560283416656,0.9392916519723915,0.8893560283416656,0.9804663339134938,0.9973808197318916,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,26125719bd2fa2e774a2,3590b6e33d625ead7e5a
