level,cluster_id,members,mechanisms,horizons,unresolved_members
0.85,d19a1d0786470217e2b9,2,"[""alpha158_min"", ""alpha158_qtld""]","[""window_60""]",0
0.85,d5a17e2d5b78a507fac1,1,"[""alpha158_cord""]","[""window_5""]",0
0.85,d644a456a9384bc1a7a8,16,"[""Retail-driven overreaction and temporary overnight sentiment can reverse over subsequent horizons."", ""alpha158_roc"", ""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump"", ""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio"", ""return_continuation""]","[""lag_20"", ""lag_21"", ""name_window_1"", ""name_window_20"", ""window_20""]",0
0.85,d6cf451f24db9f37b0b2,2,"[""return_continuation""]","[""unspecified""]",0
0.85,d7490ce3acaa68a626b7,1,"[""scale_float_and_shell_value""]","[""unspecified""]",0
0.85,d7b0da1631c945081ac7,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.85,d7b9777e0f6ceefffbc1,6,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio"", ""normalized_price_slope""]","[""lag_8"", ""window_10""]",0
0.85,e26457b832e3441af5a0,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.85,e7b56d64b308b6a6b331,2,"[""alpha158_ma"", ""alpha158_qtlu""]","[""window_20""]",0
0.85,e8dba402804c78bfb93c,2,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.85,ea11cb9d6f9260164797,4,"[""return_continuation""]","[""unspecified""]",0
0.85,eb48adede1d110d99114,1,"[""channel_breakout_event""]","[""unspecified""]",1
0.85,eba6840e806de72e6b05,1,"[""short_horizon_overreaction""]","[""name_window_20_5""]",0
0.85,ee1914b04993cbfcfdf0,1,"[""alpha158_cord""]","[""window_60""]",0
0.85,ef028779b8e249020429,2,"[""mixed_formula_information"", ""within_day_price_formation""]","[""unspecified""]",2
0.85,f1260a1077021ff345c4,1,"[""alpha158_max""]","[""window_5""]",0
0.85,f36b4c760b9ed9892335,1,"[""within_day_price_formation""]","[""unspecified""]",1
0.85,f36e408233a08a518210,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.85,fafdb752083a2a6a32c4,2,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.85,fb1d02df222563a817aa,16,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio"", ""normalized_price_slope""]","[""lag_17"", ""lag_18"", ""lag_19"", ""window_20""]",0
0.85,fbebd930c9eb3e21e9e7,11,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio"", ""price_anchor""]","[""lag_11"", ""lag_12"", ""unspecified""]",0
0.85,ff71c050b7473ffadb39,1,"[""within_day_price_formation""]","[""name_window_20""]",0
0.95,010440c6dde61ca109da,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,0119a5d12159986ff7d7,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_36"", ""lag_37""]",0
0.95,02852084f330f943e1ef,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_9""]",0
0.95,03a8f38bcb75fcad2a55,1,"[""return_continuation""]","[""unspecified""]",0
0.95,08e08bd1979c863b7302,1,"[""channel_breakout_event""]","[""unspecified""]",1
0.95,0d495298578d1efc9d18,1,"[""alpha158_cord""]","[""window_5""]",0
0.95,0d78cc8063a80cad4131,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_10""]",0
0.95,0d8192eab90b072b7d78,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_15""]",0
0.95,139a45fbd384ad1ac167,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_52"", ""lag_53""]",0
0.95,146615a931b89bfd22d2,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,15d66f5e3d72aa9d1fe0,2,"[""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_6""]",0
0.95,1616cfafba93fd4d742a,1,"[""return_continuation""]","[""unspecified""]",0
0.95,18549a84594ba3a19eaa,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_48"", ""lag_49""]",0
0.95,18f6eae7c23d7f5b60a1,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_13""]",0
0.95,192a849fd03ec415749d,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,19bbc5d7522ccaacd769,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,19d76af8d6af6bbd435d,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_34"", ""lag_35""]",0
0.95,1ade7e498559a042d3a3,1,"[""historical_low_to_current_close_ratio""]","[""lag_2""]",0
0.95,1d1ccc056dca02694e18,1,"[""alpha158_rank""]","[""window_60""]",0
0.95,1d6828e275dacdfd9dc6,1,"[""normalized_price_slope""]","[""window_30""]",0
0.95,1da777bc7cfd3e928def,1,"[""realized_or_residual_risk""]","[""name_window_20""]",0
0.95,20501ddc91d3dd72f7a4,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,22e7188a127f738976bd,1,"[""within_day_price_formation""]","[""unspecified""]",1
0.95,23809097381c7914fa2e,1,"[""alpha158_rank""]","[""window_30""]",0
0.95,240a46d2ca9b414a6f3a,2,"[""mixed_formula_information"", ""within_day_price_formation""]","[""unspecified""]",2
0.95,24166f99f7dc090d0c8d,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.95,26125719bd2fa2e774a2,18,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_54"", ""lag_55"", ""lag_56"", ""lag_57""]",0
0.95,26c07d46d38336844056,7,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio"", ""return_continuation""]","[""lag_20"", ""name_window_20"", ""window_20""]",0
0.95,26d9a7d152ec948b54ee,1,"[""intraday_kup""]","[""same_day""]",0
0.95,27a1ae499e85fa73c4e2,1,"[""return_continuation""]","[""unspecified""]",0
0.95,2814b13cf3cfa2e3a7c7,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_42"", ""lag_43""]",0
0.95,2c1b7a073bb7eee3e9c9,1,"[""return_continuation""]","[""unspecified""]",0
0.95,2ca59647a619fb84db87,1,"[""alpha158_qtld""]","[""window_60""]",0
0.95,2eea6dde012349bd98a0,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,2f9bdc33bf13c84d2b85,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.95,3134d6d108dc4366370e,1,"[""return_continuation""]","[""unspecified""]",0
0.95,328b3fd312d9efd68c91,1,"[""alpha158_resi""]","[""window_60""]",0
0.95,33389f2a485e7fe8c4d8,1,"[""lottery_preference""]","[""name_window_60""]",0
0.95,33f599c66c9a3959eb2f,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_8""]",0
0.95,348acb083a97f38304b9,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_11""]",0
0.95,374543bdc17da3f85944,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,37a13d1a27ad3aa322d1,1,"[""alpha158_cord""]","[""window_30""]",0
0.95,37af2c0500711c444fd8,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,38486f452ab32ec20be7,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.95,39bbfe029066e00926c1,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,3aaecc97907d9b56f229,1,"[""short_horizon_overreaction""]","[""name_window_20_5""]",0
0.95,3d5fbeca91476ca0ec51,3,"[""alpha158_vsumd"", ""alpha158_vsumn"", ""alpha158_vsump""]","[""window_20""]",0
0.95,3dc9e51c9b37e7dbb8ef,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,3e5859bb1ae344622ffc,2,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.95,3feeac74d6a6e78183e9,4,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio"", ""price_anchor""]","[""lag_12"", ""unspecified""]",0
0.95,3ff8a9a99d1904268d5a,1,"[""return_continuation""]","[""unspecified""]",0
0.95,40f47512e87a53769bd3,2,"[""realized_or_residual_risk"", ""return_continuation""]","[""unspecified""]",0
0.95,41bdbca241aab511b201,2,"[""historical_close_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_5"", ""lag_6""]",0
0.95,42b9c19210affd8ddc7f,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.95,43ba89ad95767f536798,3,"[""alpha158_vsumd"", ""alpha158_vsumn"", ""alpha158_vsump""]","[""window_30""]",0
0.95,443b571127b2ec76b73d,1,"[""return_continuation""]","[""unspecified""]",0
0.95,454dfdfed16b7fb74477,2,"[""mixed_formula_information"", ""within_day_price_formation""]","[""unspecified""]",2
0.95,45dcbf509a2dc0c414c4,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,4775896fe00baa361f93,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_19""]",0
0.95,48aa63980fab84c9e37a,1,"[""Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.""]","[""name_window_60""]",0
0.95,48fe5a7775cfaab17bc6,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,4b0a55ca55582752a142,1,"[""scale_float_and_shell_value""]","[""unspecified""]",0
0.95,4bc4fecdde240cfdaf85,1,"[""alpha158_min""]","[""window_30""]",0
0.95,4cf5546667e57cd70fa6,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_14""]",0
0.95,4e31f53de96f4fe76409,1,"[""alpha158_max""]","[""window_5""]",0
0.95,4f4724d28de02af01da1,1,"[""alpha158_qtld""]","[""window_5""]",0
0.95,51f480d926c5439af4e6,1,"[""return_continuation""]","[""unspecified""]",0
0.95,52ce13d4c0b7b017bca3,1,"[""Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.""]","[""name_window_60""]",0
0.95,54d1fe97e5589b098955,1,"[""return_continuation""]","[""unspecified""]",0
0.95,57e76b2aa396beca8047,3,"[""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump""]","[""window_60""]",0
0.95,5a4fedf0c096265871a5,1,"[""Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.""]","[""name_window_21""]",0
0.95,5b65bde2c2d327eb3085,1,"[""realized_or_residual_risk""]","[""unspecified""]",0
0.95,5e245a8261fa0091f7f5,1,"[""return_continuation""]","[""unspecified""]",0
0.95,606f3f7b79b6888414b8,1,"[""alpha158_imax""]","[""window_60""]",0
0.95,610c94e335ea403f8089,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_25""]",0
0.95,654e1918dda895fd41b3,3,"[""historical_close_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""normalized_price_slope""]","[""lag_3"", ""lag_4"", ""window_5""]",0
0.95,67728e5781d734fb1a1b,1,"[""return_continuation""]","[""unspecified""]",0
0.95,67ace6fbca8d42640ab8,1,"[""Price impact per traded currency unit measures costly immediacy and possible illiquidity compensation.""]","[""name_window_20""]",0
0.95,682dd1cdce705d3b4c08,1,"[""normalized_price_slope""]","[""window_10""]",0
0.95,687536b7e6b2f3329e2c,1,"[""alpha158_imin""]","[""window_30""]",0
0.95,68deb3342485271a8235,5,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio"", ""return_continuation""]","[""lag_10"", ""name_window_10"", ""window_10""]",0
0.95,6925bc5a09a02bded0f5,1,"[""alpha158_imax""]","[""window_20""]",0
0.95,695e482b6e8b4adf0ec3,1,"[""alpha158_imxd""]","[""window_60""]",0
0.95,6a32affd24f3b2e4c837,1,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.95,6b05b7d62e5cb0568aab,1,"[""alpha158_ma""]","[""window_10""]",0
0.95,6f1c0711a84c1462a4a8,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.95,7124ee6071f7a02d1193,1,"[""alpha158_std""]","[""window_10""]",0
0.95,72be48e7eef52752b78b,1,"[""alpha158_qtld""]","[""window_30""]",0
0.95,72e4754e1808c9711664,1,"[""alpha158_qtlu""]","[""window_60""]",0
0.95,72edb9557f3919da8c80,2,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.95,746cf6d53ce5701f6c91,1,"[""intraday_klen""]","[""same_day""]",0
0.95,74872fd6d2e2cefa31e3,1,"[""realized_or_residual_risk""]","[""unspecified""]",0
0.95,75d7e0dd5742c892bba4,1,"[""alpha158_cord""]","[""window_20""]",0
0.95,76104535fe7a2f1f2de0,2,"[""mixed_formula_information"", ""within_day_price_formation""]","[""unspecified""]",2
0.95,76463d6d3635e26a397f,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_24""]",0
0.95,783d104ae822de3d410f,1,"[""return_continuation""]","[""unspecified""]",0
0.95,7ac25fbdd6d3adfe7169,1,"[""return_continuation""]","[""unspecified""]",0
0.95,7bc40bbcf1bb3cc9515d,1,"[""within_day_price_formation""]","[""unspecified""]",1
0.95,7bfbfb8744bb215da763,1,"[""alpha158_rank""]","[""window_20""]",0
0.95,7c87da6c37f06abd362a,1,"[""alpha158_imin""]","[""window_60""]",0
0.95,7dd21faf0e8120f884c5,1,"[""return_continuation""]","[""unspecified""]",0
0.95,7e3a42ece612bc550b0a,1,"[""alpha158_min""]","[""window_60""]",0
0.95,7eddb9d31590178b5e79,1,"[""alpha158_min""]","[""window_10""]",0
0.95,7fa0cff3279565cc9663,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,818eff8fd93ce094e6a2,1,"[""alpha158_corr""]","[""window_30""]",0
0.95,8249de9fd7d941c9fbe6,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_44"", ""lag_45""]",0
0.95,885e023b7ee6a6980743,1,"[""return_continuation""]","[""unspecified""]",0
0.95,899276f28486c25726c5,2,"[""alpha158_rsv"", ""realized_or_residual_risk""]","[""unspecified"", ""window_20""]",0
0.95,8ad9547c41ab7bf07ddd,1,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.95,8b786d0b186bfa60c553,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_7""]",0
0.95,8d97261e959a28732f3c,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.95,939764fb69f9760e9f7b,1,"[""normalized_price_slope""]","[""window_60""]",0
0.95,94f242cb9acdb53c1532,2,"[""historical_low_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_4""]",0
0.95,952baf86051d8bea6cae,1,"[""alpha158_cntp""]","[""window_30""]",0
0.95,957e44f0d279c7d75a9a,1,"[""alpha158_corr""]","[""window_5""]",0
0.95,97579789a904a6255f78,5,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""return_continuation"", ""short_horizon_overreaction""]","[""lag_4"", ""lag_5"", ""name_window_5"", ""window_5""]",0
0.95,98a123c907d0d1c3841f,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.95,9952d1912045f85c57a9,3,"[""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump""]","[""window_20""]",0
0.95,9c705929f3daf5f4d669,1,"[""alpha158_ma""]","[""window_30""]",0
0.95,9c7302c0e5ffb148680a,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_16""]",0
0.95,9d11fe2b7e5231c1892e,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_12""]",0
0.95,9ee5e2dec2b95c07f39d,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,a06b551e0969a2bf0981,1,"[""alpha158_imax""]","[""window_30""]",0
0.95,a0c465ad0e1243f6d8bf,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_17""]",0
0.95,a0cc06e032968bdc3ccf,1,"[""alpha158_rank""]","[""window_10""]",0
0.95,a1489f3a2e39d65531c4,1,"[""alpha158_std""]","[""window_5""]",0
0.95,a2854e4f9bc320479b60,2,"[""alpha158_low"", ""historical_low_to_current_close_ratio""]","[""lag_0"", ""window_0""]",0
0.95,a2d1a924f5fc0e215038,1,"[""alpha158_corr""]","[""window_10""]",0
0.95,a371273fd2074d9a278b,1,"[""normalized_price_slope""]","[""window_20""]",0
0.95,a4056442525084bdf5b5,1,"[""channel_breakout_event""]","[""unspecified""]",1
0.95,a50b5c9c1840156537f4,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,a57b0dd3dd119034bd0c,1,"[""intraday_klow""]","[""same_day""]",0
0.95,a606a096dc8f0b7a3abf,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,a7233228b56a454ec507,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,a7fbb75b889b8efd2021,1,"[""alpha158_imin""]","[""window_20""]",0
0.95,a843ec43f3299d9e2e77,1,"[""alpha158_rsv""]","[""window_30""]",0
0.95,aa3d8fb03aff0452da6a,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_40"", ""lag_41""]",0
0.95,aaba38ad25e361d42b7b,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_23""]",0
0.95,ab871b25367ba7b1a7c7,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_50"", ""lag_51""]",0
0.95,abcb39d6433b8afd507a,1,"[""alpha158_cord""]","[""window_60""]",0
0.95,ac219d870aee34fcb105,1,"[""alpha158_corr""]","[""window_60""]",0
0.95,ac5bc2620a60f76b2ea0,21,"[""liquidity_or_speculative_activity"", ""mixed_formula_information"", ""price_anchor"", ""realized_or_residual_risk"", ""return_continuation""]","[""unspecified""]",3
0.95,ad0a840e4f9e0584489f,1,"[""alpha158_imxd""]","[""window_30""]",0
0.95,b04732aa712d61709ba7,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_11""]",0
0.95,b0ea6698549c55ca6ff5,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,b19da01b19441c8adcb2,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_22""]",0
0.95,b3cff2ec39c6610409a0,1,"[""alpha158_ma""]","[""window_20""]",0
0.95,b6e1823bcf0ae915061a,2,"[""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_5""]",0
0.95,b703bc6e3ba9f1ff132b,1,"[""alpha158_min""]","[""window_5""]",0
0.95,b822f5c40355786aa2e8,2,"[""return_continuation""]","[""unspecified""]",0
0.95,bcb622cbeda4305b1d36,1,"[""return_continuation""]","[""unspecified""]",1
0.95,bd34cc5be5fc78f5fad8,11,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_30"", ""lag_31"", ""window_30""]",0
0.95,bded87163fed4a9fb332,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_38"", ""lag_39""]",0
0.95,be114a5b4fc6a3a3964c,1,"[""alpha158_cntd""]","[""window_30""]",0
0.95,be7d867052c4348015f9,6,"[""Retail-driven overreaction and temporary overnight sentiment can reverse over subsequent horizons."", ""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_21"", ""name_window_1""]",0
0.95,c127e8ab7555cb928863,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,c193906f1e22e8582eda,3,"[""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump""]","[""window_10""]",0
0.95,c1a67f226618d8806abd,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_9""]",0
0.95,c3c184d5e017126418cb,2,"[""historical_close_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_2"", ""lag_3""]",0
0.95,c72885dd3f1ce1a78f16,1,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.95,c807163f896e6d1b8c57,1,"[""Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.""]","[""name_window_60""]",0
0.95,c923747db6f9067be042,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_7""]",0
0.95,c9661f47c4971f2f2fbf,1,"[""alpha158_imxd""]","[""window_20""]",0
0.95,ca20cc5e482d281d393b,1,"[""alpha158_qtlu""]","[""window_20""]",0
0.95,ca53b9dc1c3b8ff8904f,1,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.95,ca76105abc946917f690,1,"[""Unusually intense or unstable trading can reflect attention and speculative overpricing under short-sale constraints.""]","[""name_window_20""]",0
0.95,cc4777fa6fc9a5f9feea,13,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_57"", ""lag_58"", ""lag_59"", ""window_60""]",0
0.95,d18607793b10513d7c92,1,"[""alpha158_qtld""]","[""window_20""]",0
0.95,d384188047b007876638,2,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.95,d3a6be10cb3e2b92a146,5,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_18""]",0
0.95,d4bfc5abb71b2854488c,1,"[""alpha158_qtld""]","[""window_10""]",0
0.95,d52781349b77fcb88d47,1,"[""within_day_price_formation""]","[""name_window_20""]",0
0.95,d540755afad2b7361e9a,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,d9752d00df548f627439,1,"[""return_continuation""]","[""unspecified""]",0
0.95,dafb76234d81cda0f516,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_26"", ""lag_27""]",0
0.95,dd3a084657f04673ea64,1,"[""alpha158_corr""]","[""window_20""]",0
0.95,ddf4b116d0be6091a5b3,1,"[""historical_low_to_current_close_ratio""]","[""lag_3""]",0
0.95,de8d013823420235cf92,3,"[""alpha158_vsumd"", ""alpha158_vsumn"", ""alpha158_vsump""]","[""window_60""]",0
0.95,df6e6cebd187a393c4e9,1,"[""return_continuation""]","[""unspecified""]",0
0.95,e0b93e5b5907a91b96d8,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_28"", ""lag_29""]",0
0.95,e4b08206906026a54081,1,"[""alpha158_ma""]","[""window_5""]",0
0.95,e581876fe1c1bcb55c1a,1,"[""alpha158_rsv""]","[""window_60""]",0
0.95,e7019b0c67ff9632f66e,1,"[""historical_low_to_current_close_ratio""]","[""lag_1""]",0
0.95,e8a638214decadf069e9,1,"[""return_continuation""]","[""unspecified""]",0
0.95,ecb03b3cc52cd1a6372e,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_8""]",0
0.95,eeefe3a1b5115eec5789,2,"[""realized_or_residual_risk""]","[""name_window_20""]",0
0.95,efd9eecfa15bb79f2d77,2,"[""return_continuation""]","[""unspecified""]",0
0.95,f2146bac13724395f014,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_3""]",0
0.95,f2950e3f45a0089c790b,1,"[""alpha158_qtlu""]","[""window_30""]",0
