alpha360_CLOSE40,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_40,ratio,"Qlib Alpha360 expression: Ref($close, 40)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE41,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_41,ratio,"Qlib Alpha360 expression: Ref($close, 41)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE42,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_42,ratio,"Qlib Alpha360 expression: Ref($close, 42)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE43,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_43,ratio,"Qlib Alpha360 expression: Ref($close, 43)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE44,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_44,ratio,"Qlib Alpha360 expression: Ref($close, 44)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE45,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_45,ratio,"Qlib Alpha360 expression: Ref($close, 45)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE46,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_46,ratio,"Qlib Alpha360 expression: Ref($close, 46)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE47,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_47,ratio,"Qlib Alpha360 expression: Ref($close, 47)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE48,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_48,ratio,"Qlib Alpha360 expression: Ref($close, 48)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE49,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_49,ratio,"Qlib Alpha360 expression: Ref($close, 49)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE5,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_5,ratio,"Qlib Alpha360 expression: Ref($close, 5)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE50,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_50,ratio,"Qlib Alpha360 expression: Ref($close, 50)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE51,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_51,ratio,"Qlib Alpha360 expression: Ref($close, 51)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE52,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_52,ratio,"Qlib Alpha360 expression: Ref($close, 52)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE53,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_53,ratio,"Qlib Alpha360 expression: Ref($close, 53)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE54,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_54,ratio,"Qlib Alpha360 expression: Ref($close, 54)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE55,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_55,ratio,"Qlib Alpha360 expression: Ref($close, 55)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE56,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_56,ratio,"Qlib Alpha360 expression: Ref($close, 56)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE57,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_57,ratio,"Qlib Alpha360 expression: Ref($close, 57)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE58,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_58,ratio,"Qlib Alpha360 expression: Ref($close, 58)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE59,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_59,ratio,"Qlib Alpha360 expression: Ref($close, 59)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE6,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_6,ratio,"Qlib Alpha360 expression: Ref($close, 6)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE7,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_7,ratio,"Qlib Alpha360 expression: Ref($close, 7)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE8,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_8,ratio,"Qlib Alpha360 expression: Ref($close, 8)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_CLOSE9,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_9,ratio,"Qlib Alpha360 expression: Ref($close, 9)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH0,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_0,ratio,Qlib Alpha360 expression: $high/$close Alpha360 batch V4 passed.,12,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH1,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_1,ratio,"Qlib Alpha360 expression: Ref($high, 1)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH10,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_10,ratio,"Qlib Alpha360 expression: Ref($high, 10)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH11,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_11,ratio,"Qlib Alpha360 expression: Ref($high, 11)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH12,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_12,ratio,"Qlib Alpha360 expression: Ref($high, 12)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH13,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_13,ratio,"Qlib Alpha360 expression: Ref($high, 13)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH14,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_14,ratio,"Qlib Alpha360 expression: Ref($high, 14)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH15,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_15,ratio,"Qlib Alpha360 expression: Ref($high, 15)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH16,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_16,ratio,"Qlib Alpha360 expression: Ref($high, 16)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH17,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_17,ratio,"Qlib Alpha360 expression: Ref($high, 17)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH18,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_18,ratio,"Qlib Alpha360 expression: Ref($high, 18)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH19,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_19,ratio,"Qlib Alpha360 expression: Ref($high, 19)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH2,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_2,ratio,"Qlib Alpha360 expression: Ref($high, 2)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH20,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_20,ratio,"Qlib Alpha360 expression: Ref($high, 20)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH21,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_21,ratio,"Qlib Alpha360 expression: Ref($high, 21)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH22,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_22,ratio,"Qlib Alpha360 expression: Ref($high, 22)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH23,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_23,ratio,"Qlib Alpha360 expression: Ref($high, 23)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH24,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_24,ratio,"Qlib Alpha360 expression: Ref($high, 24)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH25,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_25,ratio,"Qlib Alpha360 expression: Ref($high, 25)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH26,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_26,ratio,"Qlib Alpha360 expression: Ref($high, 26)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH27,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_27,ratio,"Qlib Alpha360 expression: Ref($high, 27)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH28,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_28,ratio,"Qlib Alpha360 expression: Ref($high, 28)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH29,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_29,ratio,"Qlib Alpha360 expression: Ref($high, 29)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH3,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_3,ratio,"Qlib Alpha360 expression: Ref($high, 3)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH30,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_30,ratio,"Qlib Alpha360 expression: Ref($high, 30)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH31,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_31,ratio,"Qlib Alpha360 expression: Ref($high, 31)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH32,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_32,ratio,"Qlib Alpha360 expression: Ref($high, 32)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH33,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_33,ratio,"Qlib Alpha360 expression: Ref($high, 33)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH34,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_34,ratio,"Qlib Alpha360 expression: Ref($high, 34)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH35,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_35,ratio,"Qlib Alpha360 expression: Ref($high, 35)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH36,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_36,ratio,"Qlib Alpha360 expression: Ref($high, 36)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH37,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_37,ratio,"Qlib Alpha360 expression: Ref($high, 37)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH38,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_38,ratio,"Qlib Alpha360 expression: Ref($high, 38)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH39,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_39,ratio,"Qlib Alpha360 expression: Ref($high, 39)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH4,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_4,ratio,"Qlib Alpha360 expression: Ref($high, 4)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH40,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_40,ratio,"Qlib Alpha360 expression: Ref($high, 40)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH41,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_41,ratio,"Qlib Alpha360 expression: Ref($high, 41)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH42,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_42,ratio,"Qlib Alpha360 expression: Ref($high, 42)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH43,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_43,ratio,"Qlib Alpha360 expression: Ref($high, 43)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH44,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_44,ratio,"Qlib Alpha360 expression: Ref($high, 44)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH45,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_45,ratio,"Qlib Alpha360 expression: Ref($high, 45)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH46,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_46,ratio,"Qlib Alpha360 expression: Ref($high, 46)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH47,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_47,ratio,"Qlib Alpha360 expression: Ref($high, 47)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH48,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_48,ratio,"Qlib Alpha360 expression: Ref($high, 48)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH49,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_49,ratio,"Qlib Alpha360 expression: Ref($high, 49)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH5,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_5,ratio,"Qlib Alpha360 expression: Ref($high, 5)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH50,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_50,ratio,"Qlib Alpha360 expression: Ref($high, 50)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH51,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_51,ratio,"Qlib Alpha360 expression: Ref($high, 51)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH52,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_52,ratio,"Qlib Alpha360 expression: Ref($high, 52)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH53,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_53,ratio,"Qlib Alpha360 expression: Ref($high, 53)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH54,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_54,ratio,"Qlib Alpha360 expression: Ref($high, 54)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH55,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_55,ratio,"Qlib Alpha360 expression: Ref($high, 55)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH56,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_56,ratio,"Qlib Alpha360 expression: Ref($high, 56)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH57,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_57,ratio,"Qlib Alpha360 expression: Ref($high, 57)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH58,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_58,ratio,"Qlib Alpha360 expression: Ref($high, 58)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH59,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_59,ratio,"Qlib Alpha360 expression: Ref($high, 59)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH6,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_6,ratio,"Qlib Alpha360 expression: Ref($high, 6)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH7,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_7,ratio,"Qlib Alpha360 expression: Ref($high, 7)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH8,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_8,ratio,"Qlib Alpha360 expression: Ref($high, 8)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_HIGH9,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_9,ratio,"Qlib Alpha360 expression: Ref($high, 9)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW0,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_0,ratio,Qlib Alpha360 expression: $low/$close Alpha360 batch V4 passed.,12,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW1,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_1,ratio,"Qlib Alpha360 expression: Ref($low, 1)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW10,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_10,ratio,"Qlib Alpha360 expression: Ref($low, 10)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW11,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_11,ratio,"Qlib Alpha360 expression: Ref($low, 11)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW12,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_12,ratio,"Qlib Alpha360 expression: Ref($low, 12)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW13,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_13,ratio,"Qlib Alpha360 expression: Ref($low, 13)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW14,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_14,ratio,"Qlib Alpha360 expression: Ref($low, 14)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW15,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_15,ratio,"Qlib Alpha360 expression: Ref($low, 15)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW16,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_16,ratio,"Qlib Alpha360 expression: Ref($low, 16)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW17,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_17,ratio,"Qlib Alpha360 expression: Ref($low, 17)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW18,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_18,ratio,"Qlib Alpha360 expression: Ref($low, 18)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW19,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_19,ratio,"Qlib Alpha360 expression: Ref($low, 19)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW2,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_2,ratio,"Qlib Alpha360 expression: Ref($low, 2)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW20,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_20,ratio,"Qlib Alpha360 expression: Ref($low, 20)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW21,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_21,ratio,"Qlib Alpha360 expression: Ref($low, 21)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW22,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_22,ratio,"Qlib Alpha360 expression: Ref($low, 22)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_LOW23,alpha360,True,PriceTrend,PriceTrend,historical_low_to_current_close_ratio,lag_23,ratio,"Qlib Alpha360 expression: Ref($low, 23)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
