factor_name,catalog_name,family,lag,category,expression,required_fields,missing_fields,field_status,source_project,source_file,source_function,source_commit,source_path
OPEN27,alpha360_OPEN27,OPEN,27,alpha360_open_window,"Ref($open, 27)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN26,alpha360_OPEN26,OPEN,26,alpha360_open_window,"Ref($open, 26)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN25,alpha360_OPEN25,OPEN,25,alpha360_open_window,"Ref($open, 25)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN24,alpha360_OPEN24,OPEN,24,alpha360_open_window,"Ref($open, 24)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN23,alpha360_OPEN23,OPEN,23,alpha360_open_window,"Ref($open, 23)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN22,alpha360_OPEN22,OPEN,22,alpha360_open_window,"Ref($open, 22)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN21,alpha360_OPEN21,OPEN,21,alpha360_open_window,"Ref($open, 21)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN20,alpha360_OPEN20,OPEN,20,alpha360_open_window,"Ref($open, 20)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN19,alpha360_OPEN19,OPEN,19,alpha360_open_window,"Ref($open, 19)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN18,alpha360_OPEN18,OPEN,18,alpha360_open_window,"Ref($open, 18)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN17,alpha360_OPEN17,OPEN,17,alpha360_open_window,"Ref($open, 17)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN16,alpha360_OPEN16,OPEN,16,alpha360_open_window,"Ref($open, 16)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN15,alpha360_OPEN15,OPEN,15,alpha360_open_window,"Ref($open, 15)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN14,alpha360_OPEN14,OPEN,14,alpha360_open_window,"Ref($open, 14)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN13,alpha360_OPEN13,OPEN,13,alpha360_open_window,"Ref($open, 13)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN12,alpha360_OPEN12,OPEN,12,alpha360_open_window,"Ref($open, 12)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN11,alpha360_OPEN11,OPEN,11,alpha360_open_window,"Ref($open, 11)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN10,alpha360_OPEN10,OPEN,10,alpha360_open_window,"Ref($open, 10)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN9,alpha360_OPEN9,OPEN,9,alpha360_open_window,"Ref($open, 9)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN8,alpha360_OPEN8,OPEN,8,alpha360_open_window,"Ref($open, 8)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN7,alpha360_OPEN7,OPEN,7,alpha360_open_window,"Ref($open, 7)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN6,alpha360_OPEN6,OPEN,6,alpha360_open_window,"Ref($open, 6)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN5,alpha360_OPEN5,OPEN,5,alpha360_open_window,"Ref($open, 5)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN4,alpha360_OPEN4,OPEN,4,alpha360_open_window,"Ref($open, 4)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN3,alpha360_OPEN3,OPEN,3,alpha360_open_window,"Ref($open, 3)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN2,alpha360_OPEN2,OPEN,2,alpha360_open_window,"Ref($open, 2)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN1,alpha360_OPEN1,OPEN,1,alpha360_open_window,"Ref($open, 1)/$close","$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
OPEN0,alpha360_OPEN0,OPEN,0,alpha360_open_window,$open/$close,"$close,$open",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH59,alpha360_HIGH59,HIGH,59,alpha360_high_window,"Ref($high, 59)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH58,alpha360_HIGH58,HIGH,58,alpha360_high_window,"Ref($high, 58)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH57,alpha360_HIGH57,HIGH,57,alpha360_high_window,"Ref($high, 57)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH56,alpha360_HIGH56,HIGH,56,alpha360_high_window,"Ref($high, 56)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH55,alpha360_HIGH55,HIGH,55,alpha360_high_window,"Ref($high, 55)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH54,alpha360_HIGH54,HIGH,54,alpha360_high_window,"Ref($high, 54)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH53,alpha360_HIGH53,HIGH,53,alpha360_high_window,"Ref($high, 53)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH52,alpha360_HIGH52,HIGH,52,alpha360_high_window,"Ref($high, 52)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH51,alpha360_HIGH51,HIGH,51,alpha360_high_window,"Ref($high, 51)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH50,alpha360_HIGH50,HIGH,50,alpha360_high_window,"Ref($high, 50)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH49,alpha360_HIGH49,HIGH,49,alpha360_high_window,"Ref($high, 49)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH48,alpha360_HIGH48,HIGH,48,alpha360_high_window,"Ref($high, 48)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH47,alpha360_HIGH47,HIGH,47,alpha360_high_window,"Ref($high, 47)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH46,alpha360_HIGH46,HIGH,46,alpha360_high_window,"Ref($high, 46)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH45,alpha360_HIGH45,HIGH,45,alpha360_high_window,"Ref($high, 45)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH44,alpha360_HIGH44,HIGH,44,alpha360_high_window,"Ref($high, 44)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH43,alpha360_HIGH43,HIGH,43,alpha360_high_window,"Ref($high, 43)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH42,alpha360_HIGH42,HIGH,42,alpha360_high_window,"Ref($high, 42)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH41,alpha360_HIGH41,HIGH,41,alpha360_high_window,"Ref($high, 41)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH40,alpha360_HIGH40,HIGH,40,alpha360_high_window,"Ref($high, 40)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH39,alpha360_HIGH39,HIGH,39,alpha360_high_window,"Ref($high, 39)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH38,alpha360_HIGH38,HIGH,38,alpha360_high_window,"Ref($high, 38)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH37,alpha360_HIGH37,HIGH,37,alpha360_high_window,"Ref($high, 37)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH36,alpha360_HIGH36,HIGH,36,alpha360_high_window,"Ref($high, 36)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH35,alpha360_HIGH35,HIGH,35,alpha360_high_window,"Ref($high, 35)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH34,alpha360_HIGH34,HIGH,34,alpha360_high_window,"Ref($high, 34)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH33,alpha360_HIGH33,HIGH,33,alpha360_high_window,"Ref($high, 33)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH32,alpha360_HIGH32,HIGH,32,alpha360_high_window,"Ref($high, 32)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH31,alpha360_HIGH31,HIGH,31,alpha360_high_window,"Ref($high, 31)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH30,alpha360_HIGH30,HIGH,30,alpha360_high_window,"Ref($high, 30)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH29,alpha360_HIGH29,HIGH,29,alpha360_high_window,"Ref($high, 29)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH28,alpha360_HIGH28,HIGH,28,alpha360_high_window,"Ref($high, 28)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH27,alpha360_HIGH27,HIGH,27,alpha360_high_window,"Ref($high, 27)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH26,alpha360_HIGH26,HIGH,26,alpha360_high_window,"Ref($high, 26)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH25,alpha360_HIGH25,HIGH,25,alpha360_high_window,"Ref($high, 25)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH24,alpha360_HIGH24,HIGH,24,alpha360_high_window,"Ref($high, 24)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH23,alpha360_HIGH23,HIGH,23,alpha360_high_window,"Ref($high, 23)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH22,alpha360_HIGH22,HIGH,22,alpha360_high_window,"Ref($high, 22)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH21,alpha360_HIGH21,HIGH,21,alpha360_high_window,"Ref($high, 21)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH20,alpha360_HIGH20,HIGH,20,alpha360_high_window,"Ref($high, 20)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH19,alpha360_HIGH19,HIGH,19,alpha360_high_window,"Ref($high, 19)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH18,alpha360_HIGH18,HIGH,18,alpha360_high_window,"Ref($high, 18)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH17,alpha360_HIGH17,HIGH,17,alpha360_high_window,"Ref($high, 17)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH16,alpha360_HIGH16,HIGH,16,alpha360_high_window,"Ref($high, 16)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH15,alpha360_HIGH15,HIGH,15,alpha360_high_window,"Ref($high, 15)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH14,alpha360_HIGH14,HIGH,14,alpha360_high_window,"Ref($high, 14)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH13,alpha360_HIGH13,HIGH,13,alpha360_high_window,"Ref($high, 13)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH12,alpha360_HIGH12,HIGH,12,alpha360_high_window,"Ref($high, 12)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH11,alpha360_HIGH11,HIGH,11,alpha360_high_window,"Ref($high, 11)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH10,alpha360_HIGH10,HIGH,10,alpha360_high_window,"Ref($high, 10)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH9,alpha360_HIGH9,HIGH,9,alpha360_high_window,"Ref($high, 9)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH8,alpha360_HIGH8,HIGH,8,alpha360_high_window,"Ref($high, 8)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH7,alpha360_HIGH7,HIGH,7,alpha360_high_window,"Ref($high, 7)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH6,alpha360_HIGH6,HIGH,6,alpha360_high_window,"Ref($high, 6)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH5,alpha360_HIGH5,HIGH,5,alpha360_high_window,"Ref($high, 5)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH4,alpha360_HIGH4,HIGH,4,alpha360_high_window,"Ref($high, 4)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH3,alpha360_HIGH3,HIGH,3,alpha360_high_window,"Ref($high, 3)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH2,alpha360_HIGH2,HIGH,2,alpha360_high_window,"Ref($high, 2)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH1,alpha360_HIGH1,HIGH,1,alpha360_high_window,"Ref($high, 1)/$close","$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
HIGH0,alpha360_HIGH0,HIGH,0,alpha360_high_window,$high/$close,"$close,$high",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW59,alpha360_LOW59,LOW,59,alpha360_low_window,"Ref($low, 59)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW58,alpha360_LOW58,LOW,58,alpha360_low_window,"Ref($low, 58)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW57,alpha360_LOW57,LOW,57,alpha360_low_window,"Ref($low, 57)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW56,alpha360_LOW56,LOW,56,alpha360_low_window,"Ref($low, 56)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
