source,batch_id,name,category,source_project,source_file,source_function,source_commit,license,expected_direction,required_fields,labels,stage,enabled,runnable,compute_adapter,registry_name,notes,lineage_status,parent_v1_factor,canonical_replacement_for,evidence_tier,economic_family,economic_subfamily,candidate_status
alpha360,alpha360_006,alpha360_LOW20,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW20,"Qlib Alpha360 expression: Ref($low, 20)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW20,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW21,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW21,"Qlib Alpha360 expression: Ref($low, 21)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW21,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW22,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW22,"Qlib Alpha360 expression: Ref($low, 22)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW22,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW23,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW23,"Qlib Alpha360 expression: Ref($low, 23)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW23,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW24,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW24,"Qlib Alpha360 expression: Ref($low, 24)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW24,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW25,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW25,"Qlib Alpha360 expression: Ref($low, 25)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW25,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW26,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW26,"Qlib Alpha360 expression: Ref($low, 26)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW26,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW27,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW27,"Qlib Alpha360 expression: Ref($low, 27)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW27,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW28,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW28,"Qlib Alpha360 expression: Ref($low, 28)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW28,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW29,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW29,"Qlib Alpha360 expression: Ref($low, 29)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW29,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW3,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW3,"Qlib Alpha360 expression: Ref($low, 3)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW3,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW30,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW30,"Qlib Alpha360 expression: Ref($low, 30)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW30,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW31,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW31,"Qlib Alpha360 expression: Ref($low, 31)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW31,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW32,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW32,"Qlib Alpha360 expression: Ref($low, 32)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW32,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW33,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW33,"Qlib Alpha360 expression: Ref($low, 33)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW33,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW34,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW34,"Qlib Alpha360 expression: Ref($low, 34)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW34,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW35,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW35,"Qlib Alpha360 expression: Ref($low, 35)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW35,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_006,alpha360_LOW36,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW36,"Qlib Alpha360 expression: Ref($low, 36)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW36,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW37,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW37,"Qlib Alpha360 expression: Ref($low, 37)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW37,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW38,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW38,"Qlib Alpha360 expression: Ref($low, 38)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW38,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW39,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW39,"Qlib Alpha360 expression: Ref($low, 39)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW39,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW4,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW4,"Qlib Alpha360 expression: Ref($low, 4)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW4,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW40,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW40,"Qlib Alpha360 expression: Ref($low, 40)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW40,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW41,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW41,"Qlib Alpha360 expression: Ref($low, 41)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW41,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW42,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW42,"Qlib Alpha360 expression: Ref($low, 42)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW42,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW43,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW43,"Qlib Alpha360 expression: Ref($low, 43)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW43,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW44,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW44,"Qlib Alpha360 expression: Ref($low, 44)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW44,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW45,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW45,"Qlib Alpha360 expression: Ref($low, 45)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW45,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW46,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW46,"Qlib Alpha360 expression: Ref($low, 46)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW46,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW47,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW47,"Qlib Alpha360 expression: Ref($low, 47)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW47,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW48,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW48,"Qlib Alpha360 expression: Ref($low, 48)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW48,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW49,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW49,"Qlib Alpha360 expression: Ref($low, 49)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW49,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW5,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW5,"Qlib Alpha360 expression: Ref($low, 5)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW5,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW50,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW50,"Qlib Alpha360 expression: Ref($low, 50)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW50,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW51,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW51,"Qlib Alpha360 expression: Ref($low, 51)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW51,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW52,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW52,"Qlib Alpha360 expression: Ref($low, 52)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW52,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW53,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW53,"Qlib Alpha360 expression: Ref($low, 53)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW53,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW54,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW54,"Qlib Alpha360 expression: Ref($low, 54)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW54,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW55,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW55,"Qlib Alpha360 expression: Ref($low, 55)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW55,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW56,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW56,"Qlib Alpha360 expression: Ref($low, 56)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW56,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW57,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW57,"Qlib Alpha360 expression: Ref($low, 57)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW57,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW58,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW58,"Qlib Alpha360 expression: Ref($low, 58)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW58,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_007,alpha360_LOW59,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW59,"Qlib Alpha360 expression: Ref($low, 59)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW59,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_LOW6,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW6,"Qlib Alpha360 expression: Ref($low, 6)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW6,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_LOW7,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW7,"Qlib Alpha360 expression: Ref($low, 7)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW7,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_LOW8,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW8,"Qlib Alpha360 expression: Ref($low, 8)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW8,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_LOW9,alpha360_low_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_LOW9,"Qlib Alpha360 expression: Ref($low, 9)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_LOW9,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN0,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN0,Qlib Alpha360 expression: $open/$close Alpha360 batch V4 passed.,legacy_v1,alpha360_OPEN0,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN1,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN1,"Qlib Alpha360 expression: Ref($open, 1)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN1,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN10,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN10,"Qlib Alpha360 expression: Ref($open, 10)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN10,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN11,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN11,"Qlib Alpha360 expression: Ref($open, 11)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN11,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
