task_id,datetime,reason
dev_env_004__sliding_504,2021-12-01,outside_registered_sliding_history
dev_env_004__sliding_504,2021-12-02,outside_registered_sliding_history
dev_env_004__sliding_504,2021-12-03,outside_registered_sliding_history
dev_env_004__sliding_504,2021-12-06,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-01,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-03,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-04,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-05,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-10,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-18,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-19,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-24,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-25,outside_registered_sliding_history
dev_env_005__sliding_504,2021-02-26,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-01,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-03,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-04,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-05,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-10,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-11,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-12,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-15,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-16,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-17,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-18,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-19,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-24,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-25,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-26,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-29,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-30,outside_registered_sliding_history
dev_env_005__sliding_504,2021-03-31,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-01,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-06,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-07,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-12,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-13,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-14,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-15,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-16,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-19,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-20,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-21,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-26,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-27,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-28,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-29,outside_registered_sliding_history
dev_env_005__sliding_504,2021-04-30,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-06,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-07,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-10,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-11,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-12,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-13,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-14,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-17,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-18,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-19,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-20,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-21,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-24,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-25,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-26,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-27,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-28,outside_registered_sliding_history
dev_env_005__sliding_504,2021-05-31,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-01,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-03,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-04,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-07,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-10,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-11,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-15,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-16,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-17,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-18,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-21,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-24,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-25,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-28,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-29,outside_registered_sliding_history
dev_env_005__sliding_504,2021-06-30,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-01,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-05,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-06,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-07,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-12,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-13,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-14,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-15,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-16,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-19,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-20,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-21,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-26,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-27,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-28,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-29,outside_registered_sliding_history
dev_env_005__sliding_504,2021-07-30,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-03,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-04,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-05,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-06,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-10,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-11,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-12,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-13,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-16,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-17,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-18,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-19,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-20,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-24,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-25,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-26,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-27,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-30,outside_registered_sliding_history
dev_env_005__sliding_504,2021-08-31,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-01,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-03,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-06,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-07,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-10,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-13,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-14,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-15,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-16,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-17,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-24,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-27,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-28,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-29,outside_registered_sliding_history
dev_env_005__sliding_504,2021-09-30,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-11,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-12,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-13,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-14,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-15,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-18,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-19,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-20,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-21,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-25,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-26,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-27,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-28,outside_registered_sliding_history
dev_env_005__sliding_504,2021-10-29,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-01,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-03,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-04,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-05,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-10,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-11,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-12,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-15,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-16,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-17,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-18,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-19,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-24,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-25,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-26,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-29,outside_registered_sliding_history
dev_env_005__sliding_504,2021-11-30,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-01,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-02,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-03,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-06,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-07,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-08,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-09,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-10,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-13,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-14,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-15,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-16,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-17,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-20,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-21,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-22,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-23,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-24,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-27,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-28,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-29,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-30,outside_registered_sliding_history
dev_env_005__sliding_504,2021-12-31,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-04,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-05,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-06,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-07,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-10,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-11,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-12,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-13,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-14,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-17,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-18,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-19,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-20,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-21,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-24,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-25,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-26,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-27,outside_registered_sliding_history
dev_env_005__sliding_504,2022-01-28,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-07,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-08,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-09,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-10,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-11,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-14,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-15,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-16,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-17,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-18,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-21,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-22,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-23,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-24,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-25,outside_registered_sliding_history
dev_env_005__sliding_504,2022-02-28,outside_registered_sliding_history
dev_env_005__sliding_504,2022-03-01,outside_registered_sliding_history
dev_env_005__sliding_504,2022-03-02,outside_registered_sliding_history
