factor,canonical_factor_id,source,economic_family,primary_family,analysis_direction,direction_origin,rule_id,agreement,pass_count,backend_available_count,alphalens_candidate_status,jqfactor_candidate_status,qlib_candidate_status,alphalens_reasons,jqfactor_reasons,qlib_reasons,qlib_ic__mean,qlib_ic__valid_dates,annual_direction_agreement,alphalens_quantile_monotonicity_raw,alphalens_q5_minus_q1__mean,jqfactor_returns__mean,jqfactor_return_annual_direction_agreement,qlib_pearson__mean,qlib_long_short__mean,fdr_bh_q_value,fdr_by_q_value,ic_sample_coverage,direction_instability,regime_concentrated,warnings
alpha360_OPEN21,59a72c89f0fd2f6f4b409e92d62d7906634203db32f64ae6fb90d14e6ef76b7d,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06583599604027024,3361,1.0,0.9999999999999999,0.012505467186188366,0.006002585256754939,0.8571428571428571,0.04779412556502468,0.00625797328677477,0.0012528455151405,0.0090427193914192,0.9348914392576618,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN22,d9008a8cae24853ad4c7d96e29a9e9ef17e31ff040a62fdb6b4e22c7d0e5e9e5,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06665094922121023,3361,1.0,0.9999999999999999,0.012618453824360384,0.006032595364007068,0.8571428571428571,0.04819156605893285,0.006312886216361954,0.0012528455151405,0.0090427193914192,0.934684122868301,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN23,37f1d6ea7094e9484d4dd34445de549f0af7e0b5dea0902bb523ecc88281e80b,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06721455328121592,3361,1.0,0.9999999999999999,0.012660431789830348,0.006041724685274804,0.7857142857142857,0.048369730837335284,0.006331813039558899,0.0012528455151405,0.0090427193914192,0.9344725631610293,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN24,a2ddbcabb492b50ac388afa7614162d370eae054c8f56f71af741ebdaafc2bd0,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06785779997027196,3361,1.0,0.9999999999999999,0.012817862045984483,0.006061355981836119,0.7857142857142857,0.04856141622254463,0.006415849177423477,0.0012528455151405,0.0090427193914192,0.9342723694838762,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN25,3d867a14623c403ea279d309b9ba8617c7e868acf3bdcd2aabb060fe0ced2966,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06838847949732926,3361,1.0,0.9999999999999999,0.012832386865441905,0.006079476945070532,0.7857142857142857,0.04874198414382387,0.006419468347252038,0.0012528455151405,0.0090427193914192,0.934078389236521,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN26,d3d1f3938a5dda55d9e7d7e8b8d01d45db9223265e6d3284a17a02dba5b97469,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06881404436242593,3361,1.0,0.9999999999999999,0.012774597595740114,0.006075391963715454,0.7857142857142857,0.048839651820874554,0.006391905953222454,0.0012528455151405,0.0090427193914192,0.933896835848762,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN27,e0910b056d56d2242c9512d3546cfbf7899bf2d35942e4168d841629148d051d,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.0691042566530228,3361,1.0,0.9999999999999999,0.012800488149349499,0.0060559268326486415,0.7857142857142857,0.04880136813598549,0.006406506042878294,0.0012528455151405,0.0090427193914192,0.9337119484255018,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN28,22afea388b0ab173cdc0e66517df2d779e940ebac0a9bee3ad98fe8728e7cdff,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06932508869577658,3361,1.0,0.9999999999999999,0.012863169960800698,0.00603946203749632,0.7857142857142857,0.0487483042404519,0.006434841335668594,0.0012528455151405,0.0090427193914192,0.9335390332206328,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN29,89c6f796ea468c0d63fefbacab945160b4a2ed8904ba6506cbdda08c72363beb,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06947347827803604,3361,1.0,0.9999999999999999,0.012759706785107886,0.006014726964614112,0.7857142857142857,0.04864535154410322,0.006390888150624738,0.0012528455151405,0.0090427193914192,0.9333697551454019,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN3,2f9ef741cd03bd555ce728fb58e65bd4e273c7006436d2c524b94b53f62a2704,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.028660854577678873,3361,1.0,0.3,0.006167606282563007,0.003406375880142908,0.9285714285714286,0.02610767074787002,0.0030959709690020916,0.0012528455151405,0.0090427193914192,0.9418565425142568,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN30,ea74e8e12cf630627b123f403245a7f295b8e60ddd481259c14d79db7ce00234,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06951682103963198,3361,1.0,0.9999999999999999,0.012696991784470443,0.005984178026492346,0.7857142857142857,0.04851990072199166,0.006354462756127226,0.0012528455151405,0.0090427193914192,0.9332027502761945,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN31,165c3e93afb3dafcf53bfb04518e759feca41d4d012328ae3df1371fa303982e,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06960940169509984,3361,1.0,0.9999999999999999,0.012693659125932358,0.005956214646940441,0.7857142857142857,0.04839560987334474,0.006354921710789276,0.0012528455151405,0.0090427193914192,0.9330405949131712,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN32,a8cbdc5f511c951f78c6c3d69650727e92fd2477869f1bb13bb46b9404d78c9f,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06953542142222091,3361,1.0,0.9999999999999999,0.01261795800039093,0.005900242065440503,0.7857142857142857,0.04811925250601667,0.006311235945178671,0.0012528455151405,0.0090427193914192,0.9328823797739221,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN33,08a471fec538d3b9d319a73ef836858589b5942a2f66e3869c3e1792587630ad,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.0692847169396088,3361,1.0,0.9999999999999999,0.012598219602832689,0.005841190099541506,0.7857142857142857,0.047764789649738834,0.006297535904737982,0.0012528455151405,0.0090427193914192,0.9327347729294503,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN34,a2eb05d772833892d3f7361f24fc79cebdf25a9475004b7464571acc693b48ca,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06912175322199714,3361,1.0,0.9999999999999999,0.012514008679290827,0.005796076034013647,0.7857142857142857,0.04747384063666354,0.00626413005897001,0.0012528455151405,0.0090427193914192,0.9325938341559813,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN35,5704048e5d529d8cba171df00b8992dc2d35fedb2a97fe87cf6a9aae5c1594dc,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06895360384275849,3361,1.0,0.9999999999999999,0.012368188159735557,0.005748314131563819,0.7857142857142857,0.047197578666928204,0.00619037184088695,0.0012528455151405,0.0090427193914192,0.9324469850468508,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN36,2a71c4e1fa678ceda945c47c76505f78277b95220dbae666d79bd96a371e78fd,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06880625484317622,3361,1.0,0.9999999999999999,0.012277312042726465,0.00570588081157029,0.7857142857142857,0.046931305747653654,0.006140187263736125,0.0012528455151405,0.0090427193914192,0.9323077132911325,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN37,494fc37220ab161e23f934a31820234d32d5f0d0f3b35ec77551f69c1481cd0f,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06853409938261275,3361,1.0,0.9999999999999999,0.01214876061543616,0.005648899897335934,0.7857142857142857,0.046586496494882154,0.006081173373846156,0.0012528455151405,0.0090427193914192,0.9321696539119603,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN38,e6d2d666398bdb9fc868bdc5ef6a5eb5263a9f9876c28c0928fb3a6debda4a99,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06821344492799643,3361,1.0,0.9999999999999999,0.011923090442984391,0.005594959584310744,0.7857142857142857,0.0462895210423228,0.005971505087474843,0.0012528455151405,0.0090427193914192,0.9320353832094941,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN39,8f97defc90ddfc47a6d7796b3f189173744649594827061e94bacbf64fa46b46,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06790942950403724,3361,1.0,0.9999999999999999,0.011863263395947425,0.0055524451287225435,0.7857142857142857,0.04603474566779932,0.005934054645964371,0.0012528455151405,0.0090427193914192,0.9319089929545767,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN4,8c14abdf4eed60e6c3925d57ce4da7404be060f0a2fb0eba5975d154be047f19,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.030277025184080014,3361,1.0,0.3,0.0063413979140473165,0.00347380596288363,0.8571428571428571,0.026815247773815144,0.0031738377038318015,0.0012528455151405,0.0090427193914192,0.9409798427244526,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN40,b961a2de0242c23abc9963e4e76c1d471b03c54b20f53894c4d2bb819d15a835,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.0676274549917269,3361,0.9285714285714286,0.9999999999999999,0.01185529930879656,0.005512215593789623,0.7857142857142857,0.04577124146746704,0.0059363877258900985,0.0012528455151405,0.0090427193914192,0.9317882099411846,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN41,f7c5fbd5051906e8f9284137f48efd3674425eae98891680b9833577a9d2c9cd,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06730864224558024,3361,0.9285714285714286,0.9999999999999999,0.011683907731324503,0.005475746265330647,0.7857142857142857,0.045532058172020294,0.005846549475750547,0.0012528455151405,0.0090427193914192,0.9316766712989554,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN42,3cbde888de4a8a15d87117fadd25a8dd674c4aa8447dd327546fe05d7e0e98d2,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06688066443772304,3361,0.9285714285714286,0.9999999999999999,0.011464311257257798,0.005413381400832981,0.7857142857142857,0.045167731365301146,0.005733919979491673,0.0012528455151405,0.0090427193914192,0.9315701337099783,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN43,eb842120ada79b65d702955be00cc3bb3bc851f49bb43b21328349f29cc3f473,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06660092582805816,3361,0.9285714285714286,0.9999999999999999,0.011320927220818457,0.0053680693187875455,0.7857142857142857,0.04488762294417567,0.005667307389033148,0.0012528455151405,0.0090427193914192,0.9314654146858202,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN44,1cff4bca2e56a57f4c7a4f909ebf49c230b1d0fa79cafe458aa0322bc2208d4b,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06625280367373522,3361,0.9285714285714286,0.9999999999999999,0.011198717321946413,0.005304600583108379,0.7857142857142857,0.044564564484275294,0.0056075999917586244,0.0012528455151405,0.0090427193914192,0.9313588770968432,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN45,92c8e49f083ffb8913bc7176c7bbc7e041c41cdc8f895039399d17fe2df29aab,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06597208068267092,3361,0.9285714285714286,0.9999999999999999,0.011089643514416247,0.005255045993136074,0.7857142857142857,0.04432386006180746,0.005555921857933908,0.0012528455151405,0.0090427193914192,0.9312487023782281,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN46,f705a4b1ca68a0e33156c1ebf1d3c6381e238806cbdede2a1bed7991e333a028,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06547484006136854,3361,0.9285714285714286,0.9999999999999999,0.010987756055201796,0.005200058011817657,0.7857142857142857,0.04400813976341928,0.005498728070234434,0.0012528455151405,0.0090427193914192,0.9311479235778444,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN47,13909eff558de94138d524f870d8aa568a0158306aec494229cd0fae152f2b5b,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06509735491468122,3361,0.9285714285714286,0.9999999999999999,0.010796638674471615,0.005155750335685229,0.7857142857142857,0.04378730682214139,0.005411945038642599,0.0012528455151405,0.0090427193914192,0.931046690136256,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN48,1919c69f3674495033c90676b98d289207bc8b48a394fad819edbe3cdd7589cf,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06477016740036676,3361,0.9285714285714286,0.9999999999999999,0.010765452738727936,0.005119455965889862,0.7857142857142857,0.043575176114628696,0.005391777776922802,0.0012528455151405,0.0090427193914192,0.9309553072541035,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN49,a03bc1a07a472f6872b7e86269920e054a3e4efa6402a28bf59d5515bfdf46d5,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06454896845611897,3361,0.9285714285714286,0.9999999999999999,0.010707845924534531,0.005093652432211431,0.7857142857142857,0.04345815334784971,0.005358819608029615,0.0012528455151405,0.0090427193914192,0.9308681676898619,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN5,2abedb4853cc26e97a1c464d8ee0faacd9e454b7b1c56342cd4a1b0ede845efa,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03195744266503688,3361,1.0,0.3,0.006534424603643714,0.0035353545244349964,0.8571428571428571,0.027438287623760372,0.003274414134289681,0.0012528455151405,0.0090427193914192,0.9402118021825808,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN50,5ee09b9c84a0334bbc97d949d9f8de651dc0feb26db4b0db7cda9febabdcfa0f,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06430474090671238,3361,0.9285714285714286,0.9999999999999999,0.010694584194779906,0.005062926917260836,0.7857142857142857,0.043279385037475866,0.005350637673632426,0.0012528455151405,0.0090427193914192,0.9307837559728488,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN51,e5953a9313beff9e434f4deb6f4c15d644f31b31fb8e6775ee9c685cd48f8865,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06400314486092064,3361,0.9285714285714286,0.9999999999999999,0.010570767879723685,0.005023413054072591,0.7857142857142857,0.04303696393634545,0.005296817683111325,0.0012528455151405,0.0090427193914192,0.9306943432025836,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN52,bc5c6e8c6da044490a74374400daf16322cbaf7d8e1e678219b1745a6c82d834,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06363173752596857,3361,0.9285714285714286,0.9999999999999999,0.010463256689139519,0.004977866236584895,0.7857142857142857,0.042696366416522774,0.005233568771192212,0.0012528455151405,0.0090427193914192,0.9306049304323183,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN53,b717016dfca9cdc708c805bb0cd5feaea83863ea8fe94e9bba7e27cad27caeeb,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06319266171240276,3361,0.9285714285714286,0.9999999999999999,0.010404471259494685,0.004932804383707265,0.7857142857142857,0.042346140321422795,0.005206905819655307,0.0012528455151405,0.0090427193914192,0.9305073341203678,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN54,b53de890d2b179bc337a0e4c6c4bac9bf18ae80be853fd9d03fc97d14fa6634e,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06283389571853629,3361,0.9285714285714286,0.9999999999999999,0.010283490614706604,0.004896428680428759,0.7857142857142857,0.04209120672475865,0.0051455847219876345,0.0012528455151405,0.0090427193914192,0.9304253471564465,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN55,e68c32497f5b727cd216d1327e4652951ad214dc6be309e313c9123044db4762,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06248553267211366,3361,0.9285714285714286,0.9999999999999999,0.010186092107661106,0.004868024949301688,0.7857142857142857,0.041858331652208,0.00509934257496185,0.0012528455151405,0.0090427193914192,0.9303513921871425,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN56,c9b43c7e7a193962c130f656914b22cb79ac70d9cbd82f4df2b8677fd68de770,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.062181163393357955,3361,0.9285714285714286,0.9999999999999999,0.010111144949622217,0.004847522347277287,0.7857142857142857,0.04163391955733137,0.005059722557991702,0.0012528455151405,0.0090427193914192,0.9302892578891615,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN57,d00319340c97f6bfecbb7073a2c66f736f10076a9e6e50eb9c62a6a0d2d2af38,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06183447367339299,3361,0.9285714285714286,0.9999999999999999,0.010036897980693937,0.004812134708214525,0.7857142857142857,0.04134896031490565,0.005025579075847726,0.0012528455151405,0.0090427193914192,0.9302256081204981,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN58,00ec5b4c03168be510b3240f765b111f2dbf0feeeded6bb01a31866e7adced2f,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06147748651237731,3361,0.9285714285714286,0.9999999999999999,0.01002564820137627,0.004779925699585161,0.7857142857142857,0.041082031481727864,0.005015561849065974,0.0012528455151405,0.0090427193914192,0.9301539263572176,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
