factor,source,canonical_factor_id,economic_family,economic_subfamily,agreement,pass_count,analysis_direction,qlib_ic__mean,annual_direction_agreement,worst_directional_era_mean,fdr_by_q_value,ic_sample_coverage,quantile_dates,alphalens_quantile_monotonicity_raw,alphalens_q1__mean,alphalens_q2__mean,alphalens_q3__mean,alphalens_q4__mean,alphalens_q5__mean,era_A_mean_raw,era_B_mean_raw,era_C_mean_raw,era_D_mean_raw,alphalens_reasons,jqfactor_reasons,qlib_reasons,direction_instability,regime_concentrated,low_sample_coverage,by_sensitivity_not_significant,review_recommendation,structural_group_hint,existing_flags,opposite_annual_periods,review_notes,reviewer,user_decision,scope,basis_rule_id
alpha158_SUMD10,alpha158,e5b484969f14d4d6760afe4285c0a3534fd0334350df032c3ae7e29629247b7e,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.025641935725462257,0.8571428571428571,0.01846530246304327,0.0090427193914192,0.949726684862418,3361,-0.3,0.006363601426542492,0.009036234328599157,0.009199238865797184,0.007152944521464789,0.002829614035020204,-0.01846530246304327,-0.03970967666416754,-0.022694480426972675,-0.026230858505676097,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_SUMD,none_of_four_existing_flags,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMD20,alpha158,aca0a1d1ae4fee21c031059afa7077252631f25e01c7cf437c3b9cf611740f8c,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.04600049204452458,1.0,0.036491093295501216,0.0090427193914192,0.9501279814991339,3361,-0.7,0.008715054322552429,0.009476909150955946,0.008846411843855229,0.0061751792070386564,0.0013558144735006218,-0.03977198441573637,-0.059229482867373194,-0.036491093295501216,-0.0526419217975079,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_SUMD,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMD30,alpha158,07c611239236412987384f63a2a7d47ff5b0f584f9483b1849db30aa6774d00d,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.0533454843894492,1.0,0.033314184632473286,0.0090427193914192,0.9502863481854512,3361,-0.9999999999999999,0.010019540009440962,0.009285578123227991,0.008037104728908744,0.005788891639271032,0.00141429765075833,-0.049604622127125124,-0.056726603786642606,-0.033314184632473286,-0.07687341371352781,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_SUMD,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMD5,alpha158,9b506db04d983d25703f13d71ba47405cd1a9ce4e6ba910b22cb956838fdb283,MomentumTrend,TechnicalTrend,0/3,0,-1.0,-0.015384020180610017,0.8571428571428571,0.01164636348685356,0.0338408517102194,0.9489798609101008,3248,-0.3,0.004162950230788286,0.007072059212843883,0.007674274880303187,0.006354234948949923,0.002359762080835372,-0.014180832218665557,-0.022103410728322902,-0.01164636348685356,-0.014315038231765973,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_SUMD,none_of_four_existing_flags,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMD60,alpha158,1da044acdcf268e8571e1296fb5a1783c3110acdc2e84e4a684f99de1f74db7a,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.04941089068268757,0.8571428571428571,0.016816027409036066,0.0090427193914192,0.9505286719475768,3361,-0.9999999999999999,0.008977799086191498,0.00888189759355471,0.0080445237221976,0.0064962597097044245,0.002202260915554097,-0.046398891355692765,-0.06935514084230804,-0.016816027409036066,-0.06752473525779833,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_SUMD,none_of_four_existing_flags,2013;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMN10,alpha158,acaccbda8f45097267fee70892bc8a7b7920208c92a19afc706900899c876261,MomentumTrend,TechnicalTrend,2/3,2,1.0,0.025638783597038424,0.8571428571428571,0.018464811692198976,0.0090427193914192,0.949726684862418,3361,0.3,0.0028347927953872214,0.0071500926336753624,0.009205782907181586,0.009035002260644113,0.006358108316381022,0.018464811692198976,0.039699333807273314,0.022689614733977743,0.026232436569582084,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_SUMN,none_of_four_existing_flags,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMN20,alpha158,e892270f8c5b2a2b34f7d3a6bcb1b19a53f4a9a2744a42464bff561135a7e805,MomentumTrend,TechnicalTrend,2/3,2,1.0,0.04600098038573145,1.0,0.03649109270658264,0.0090427193914192,0.9501279814991339,3361,0.7,0.0013559163095124265,0.0061801143807688605,0.008846027107184717,0.009475693800856638,0.008714955756927207,0.03977338431931245,0.059229389927122414,0.03649109270658264,0.052641978018476906,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_SUMN,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMN30,alpha158,f750b0d12dc9f4073955c2760f315da6dd3a51e8233947c1774faac1d747540a,MomentumTrend,TechnicalTrend,3/3,3,1.0,0.05334586789754838,1.0,0.03331418030460798,0.0090427193914192,0.9502863481854512,3361,0.9999999999999999,0.0014153490845364874,0.005790543711622131,0.008038195366809033,0.009288901364168907,0.010017731236793507,0.049605984210200384,0.056726188147497365,0.03331418030460798,0.07687337322175511,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_SUMN,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMN5,alpha158,3d2849f0ef8e7011d9ebbf1156f8c1649820aecff067c537cbbc56dd352b4bec,MomentumTrend,TechnicalTrend,0/3,0,1.0,0.01538723962602555,0.8571428571428571,0.011646996754458294,0.0338408517102194,0.9489798609101008,3248,0.3,0.002363414786047882,0.006357731005415539,0.007674282074188554,0.007070812816002618,0.004161008045381597,0.014189457884538459,0.022116779293726727,0.011646996754458294,0.014301273446253506,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_SUMN,none_of_four_existing_flags,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMN60,alpha158,fa7510718fe4c636d626a533edb38df34e49cd1f3e682b558d14a6d40d351444,MomentumTrend,TechnicalTrend,3/3,3,1.0,0.049410895415354934,0.8571428571428571,0.0168168846945731,0.0090427193914192,0.9505286719475768,3361,0.9999999999999999,0.0022073589944880505,0.006496842911975372,0.008042831766131867,0.008880657767117831,0.008979353586594678,0.046398848141609585,0.06935436234253696,0.0168168846945731,0.06752475155282192,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_SUMN,none_of_four_existing_flags,2013;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMP10,alpha158,56be1898b0c0873c9cde45c080c0dda4bd882895b60a6791e75005407bf3db4f,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.025642435402161805,0.8571428571428571,0.018460861333210912,0.0090427193914192,0.949726684862418,3361,-0.3,0.006363685549136968,0.009037117294045592,0.009197982092761606,0.007152982142772455,0.0028298492331288064,-0.018460861333210912,-0.03971876079548771,-0.022696220424775523,-0.026229524084648827,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_SUMP,none_of_four_existing_flags,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMP20,alpha158,839ff83a1a0ae4eb57aee1c4ecba61aa9202d472b9b3cf43bc4ab1862c635b69,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.046000544593818325,1.0,0.03649112368923871,0.0090427193914192,0.9501279814991339,3361,-0.7,0.008715148639979872,0.009476889213735091,0.00884627091205148,0.006175522197647086,0.0013555435078716975,-0.039769837847999645,-0.05923314275964053,-0.03649112368923871,-0.05264197313591886,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_SUMP,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMP30,alpha158,0451ed8f091a057b08c37d61c5c857b73c8faa61534b584c66c63b13e19254a4,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.053345964907181555,1.0,0.033314169700864205,0.0090427193914192,0.9502863481854512,3361,-0.9999999999999999,0.010019650039056329,0.009285698132875043,0.008037025598790595,0.005789146261389229,0.0014138316434761412,-0.049602509542686475,-0.05673228432954716,-0.033314169700864205,-0.07687339682401252,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_SUMP,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMP5,alpha158,c1394bb9447267f970d4521f82dfcffe98c443b82624a42aa3b4e69a2e14ca2a,MomentumTrend,TechnicalTrend,0/3,0,-1.0,-0.015379928936698817,0.8571428571428571,0.011652268788206844,0.0338408517102194,0.9489798609101008,3248,-0.3,0.004162807530471508,0.007072876668188334,0.007673702618566913,0.006354644486996173,0.0023595721944504903,-0.01416595423312193,-0.022092978329695277,-0.011652268788206844,-0.014325412752694512,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_SUMP,none_of_four_existing_flags,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_SUMP60,alpha158,48970c911e6e64e6fd7316beceffadd4bcf4d9c1700e870827d375c549b148c4,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.04941064540806548,0.8571428571428571,0.0168114641670238,0.0090427193914192,0.9505286719475768,3361,-0.9999999999999999,0.008977769676262955,0.008882139393346615,0.008044248070246647,0.006496016716447488,0.002202551780426857,-0.046398855676267226,-0.06935860091840479,-0.0168114641670238,-0.06752475875427988,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_SUMP,none_of_four_existing_flags,2013;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VMA10,alpha158,ef7e755820bce0da1f7d7d240ceb80d333080664c7a27df9d34fca9cfe191209,Liquidity,VolumeAmount,0/3,0,1.0,0.004667049798856058,0.7142857142857143,0.0010224994652219697,0.4851002090545778,0.9473208751540098,3361,0.09999999999999999,0.003968750324630157,0.008868735179577274,0.009061321142231704,0.008045105728248361,0.004647645940354054,0.004611262761953855,0.0010224994652219697,0.008356907803189793,0.004724795459027247,absolute_mean_rank_ic_002;primary_BH_q_005;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;primary_BH_q_005;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;primary_BH_q_005;positive_directional_Pearson,False,False,False,True,当前20D候选研究不优先推进,alpha158_VMA,by_sensitivity_not_significant,2014;2015;2017;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VMA20,alpha158,a031d9000ab89aed0ade672e1ceaccfe1e0611481dbea412b97161949e9faa0b,Liquidity,VolumeAmount,0/3,0,1.0,0.011928458517437202,0.7857142857142857,0.01037227575452793,0.0174283059360687,0.9473208751540098,3361,0.09999999999999999,0.0029536869072661733,0.009027441700465271,0.009582408355873637,0.008261581648113267,0.004767894721556506,0.010901559931560128,0.01037227575452793,0.013834566711100218,0.013306301030223228,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;positive_directional_Pearson,False,False,False,False,当前20D候选研究不优先推进,alpha158_VMA,none_of_four_existing_flags,2014;2020;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VMA30,alpha158,2a219d19e85804d12094d5dd7aefb57884bb928eaa87a1d61d99af764e98c33f,Liquidity,VolumeAmount,0/3,0,1.0,0.01993231443319012,0.8571428571428571,0.01617847422014816,0.0090427193914192,0.9473208751540098,3361,0.09999999999999999,0.002128377475512672,0.009044328937115709,0.009483942765135747,0.00852724682807633,0.005409601462898872,0.018993565918773832,0.02113469229140589,0.01617847422014816,0.024153404717900194,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;positive_directional_Pearson,False,False,False,False,当前20D候选研究不优先推进,alpha158_VMA,none_of_four_existing_flags,2014;2020,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VMA5,alpha158,cd0d17fc4fd8b8cf1cddd3627c7220fafb137045e6e4b6d802b63bd4202a6cf8,Liquidity,VolumeAmount,0/3,0,1.0,0.0030402326988234274,0.7857142857142857,-0.00046565347870718864,0.4707873822559684,0.9473208751540098,3361,0.0,0.004649752931870841,0.008431396454357531,0.008347835771142469,0.007652445679866763,0.005508299917476941,0.003672710155005764,-0.00046565347870718864,0.00539402923216701,0.0031726570718915133,absolute_mean_rank_ic_002;primary_BH_q_005;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;primary_BH_q_005;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;primary_BH_q_005;positive_directional_Pearson,True,False,False,True,当前20D候选研究不优先推进,alpha158_VMA,direction_instability;by_sensitivity_not_significant,2014;2017;2018,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VMA60,alpha158,cd92bfaee2d484cb9fec41b16c55589ac74073d6bcd3605b4ab062d828d578e2,Liquidity,VolumeAmount,1/3,1,1.0,0.03604924691573956,0.9285714285714286,0.022285940866475135,0.0090427193914192,0.9473208751540098,3361,0.3,0.0007913987792459416,0.008665403804623932,0.00953120476081949,0.009043127290196877,0.006563600410257717,0.03775548518324866,0.03510926584730377,0.022285940866475135,0.04837182100202804,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha158_VMA,none_of_four_existing_flags,2020,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSTD10,alpha158,78e5cef9ea0196f577bbe38c36f923db2e4d9a9b9c13a5af456ec21623d2306d,Liquidity,VolumeAmount,0/3,0,-1.0,-0.017905621310717972,0.9285714285714286,0.005011525297131294,0.0090427193914192,0.946829862652892,3361,-0.8999999999999998,0.007928579205578023,0.007934032635586397,0.007890864580351022,0.006870779420830168,0.003948439395223296,-0.014101111220506534,-0.03675570438529013,-0.01769158228692019,-0.005011525297131294,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VSTD,none_of_four_existing_flags,2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSTD20,alpha158,e7c6c1856f591f3f912274f9dc2240189cf423222a66084a1c3536676287d498,Liquidity,VolumeAmount,0/3,0,-1.0,-0.010784284660990727,0.7857142857142857,-0.001705374052091615,0.0338408517102194,0.9470399068894813,3361,-0.3,0.006595814188791281,0.008386356511056119,0.0084645131893502,0.007126887070375915,0.003993285622247651,-0.005544032589445371,-0.0275732258027138,-0.014592250218591342,0.001705374052091615,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,True,False,False,False,当前20D候选研究不优先推进,alpha158_VSTD,direction_instability,2013;2021;2022,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSTD30,alpha158,142b246af40cc3558c35f67002322e0e20e14f85bda0b58561ede5aafb104676,Liquidity,VolumeAmount,0/3,0,-1.0,-0.0015177297045759588,0.6428571428571429,-0.015766576899265177,1.0,0.9471200752885836,3361,-0.39999999999999997,0.005496546813203529,0.008552752830551109,0.008460990157329613,0.007248930609238982,0.0047931287862859285,0.005256246377374547,-0.016626725625589475,-0.014153741915393635,0.015766576899265177,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005,True,True,False,True,当前20D候选研究不优先推进,alpha158_VSTD,direction_instability;regime_concentrated;by_sensitivity_not_significant,2011;2013;2021;2022;2023,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSTD5,alpha158,671bb7411e25d768419bd4342f9a9574dac4d88cf9ceb132e7a1cbe0fc7a2735,Liquidity,VolumeAmount,0/3,0,-1.0,-0.01649106344001351,0.9285714285714286,0.005456793035755779,0.0090427193914192,0.946425383527743,3361,-0.9999999999999999,0.007975757770205311,0.00791570338416785,0.007333863857266481,0.006728919742497777,0.00463098082986629,-0.01533243935843365,-0.031046224087091075,-0.014461002948328508,-0.005456793035755779,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VSTD,none_of_four_existing_flags,2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSTD60,alpha158,50a311bb3f8a2339cadae868c6db6ac4a5b25829b6070718c888ab12e178ba05,Liquidity,VolumeAmount,1/3,1,1.0,0.020106958454402277,0.8571428571428571,-0.005556518990136962,0.0174283059360687,0.9472413129431805,3361,0.09999999999999999,0.0035608139245255866,0.008142126161755373,0.008521276496335902,0.00785404005849418,0.006497982474502946,0.02809433178091888,0.009038624557474385,-0.005556518990136962,0.04462172129934641,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,True,False,False,False,降低连续Alpha研究优先级,alpha158_VSTD,direction_instability,2017;2020,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMD10,alpha158,c6dc149b1570f1bb087d917905e463cffc5c626f3e71a9a97dcaa831d1eeafdf,Liquidity,VolumeAmount,0/3,0,-1.0,-0.012925732927914092,0.8571428571428571,0.008270588484309348,0.0090427193914192,0.949726684862418,3361,0.0,0.0060841263055182535,0.007851283350749446,0.008552993895108059,0.008611798487822927,0.0034807274402240337,-0.010666769670708684,-0.015387148844721824,-0.01865137497165073,-0.008270588484309348,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VSUMD,none_of_four_existing_flags,2014;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMD20,alpha158,73d4564b0a998843ded70096ce3337be9c4469911676fe74965572d1495421f5,Liquidity,VolumeAmount,2/3,2,-1.0,-0.0266871828052448,0.9285714285714286,0.023901707565027318,0.0090427193914192,0.9501279814991339,3361,-0.09999999999999999,0.00759342073521183,0.008035942717611497,0.008394066413673866,0.008215131312217318,0.002330678124605453,-0.024779557192743103,-0.03345584518933004,-0.025711404736967647,-0.023901707565027318,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_VSUMD,none_of_four_existing_flags,2014,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMD30,alpha158,266ca8f74d75672bb972f71cfa1e3ed3c6551f105c3e8c65997ad0686e8f77b0,Liquidity,VolumeAmount,3/3,3,-1.0,-0.03546074685712269,1.0,0.026939134743872953,0.0090427193914192,0.9502863481854512,3361,-0.8999999999999998,0.008438774654751438,0.00847728754882454,0.008208773320208827,0.00791151261302434,0.0015118218401248289,-0.0355555085043929,-0.041174327896053,-0.026939134743872953,-0.03818792090383933,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_VSUMD,none_of_four_existing_flags,,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMD5,alpha158,82bf0cad7ff70168bbffeb6ea0ae3dbee8a8f6dd93b170cdebfad297abaecd15,Liquidity,VolumeAmount,0/3,0,-1.0,-0.006857010421508619,0.8571428571428571,0.0046687812099347106,0.0174283059360687,0.9489798609101008,3360,-0.09999999999999999,0.006008765916946233,0.007606905526026188,0.008452606542497763,0.00789350040770818,0.004480015935476938,-0.006802798421416212,-0.005264255089308132,-0.010659012671717084,-0.0046687812099347106,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VSUMD,none_of_four_existing_flags,2014;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMD60,alpha158,ecdeadfc069be51e817f4dd4760d6501ddb9b6a8d37f83c76281473571d9391b,Liquidity,VolumeAmount,2/3,2,-1.0,-0.04556282108885197,1.0,0.04279916234294137,0.0090427193914192,0.9505286719475768,3361,-0.7,0.00867148020442154,0.008486007202424754,0.008804579037264585,0.007900534323115853,0.0007420507697137072,-0.04689957942648732,-0.0466234081110685,-0.04279916234294137,-0.04506192659515973,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_VSUMD,none_of_four_existing_flags,,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
