factor_name,required_fields,dependency_count,compute_adapter,pit_semantics,dependency_status,research_only
alpha158_SUMP30,$close,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_SUMP5,$close,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_SUMP60,$close,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VMA10,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VMA20,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VMA30,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VMA5,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VMA60,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSTD10,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSTD20,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSTD30,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSTD5,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSTD60,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMD10,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMD20,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMD30,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMD5,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMD60,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMN10,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMN20,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMN30,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMN5,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMN60,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMP10,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMP20,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMP30,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMP5,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VSUMP60,$volume,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_VWAP0,"$close,$vwap",2,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_WVMA10,"$close,$volume",2,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_WVMA20,"$close,$volume",2,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_WVMA30,"$close,$volume",2,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_WVMA5,"$close,$volume",2,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_WVMA60,"$close,$volume",2,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_CNTN5,$close,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_IMAX5,$high,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha158_RANK5,$close,1,qlib_expression_frame_v1,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE1,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE10,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE11,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE12,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE13,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE14,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE15,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE16,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE17,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE18,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE19,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE2,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE20,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE21,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE22,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE23,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE24,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE25,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE26,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE27,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE28,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE29,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE3,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE30,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE31,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE32,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE33,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE34,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE35,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE36,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE37,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE38,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE39,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE4,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE40,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE41,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE42,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE43,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE44,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE45,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE46,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE47,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE48,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE49,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE5,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE50,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE51,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE52,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE53,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE54,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE55,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE56,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE57,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE58,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE59,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE6,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE7,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE8,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_CLOSE9,$close,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH0,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH1,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH10,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH11,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH12,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH13,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH14,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH15,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH16,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH17,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH18,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH19,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH2,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH20,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH21,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH22,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH23,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH24,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH25,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH26,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH27,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH28,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH29,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH3,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH30,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH31,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH32,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH33,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH34,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH35,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH36,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH37,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH38,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH39,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH4,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH40,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH41,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH42,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH43,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH44,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH45,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH46,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH47,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH48,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH49,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH5,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH50,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH51,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH52,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH53,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH54,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH55,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH56,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH57,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH58,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH59,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH6,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH7,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH8,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_HIGH9,"$close,$high",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW0,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW1,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW10,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW11,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW12,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW13,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW14,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW15,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW16,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW17,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW18,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW19,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW2,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW20,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW21,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW22,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW23,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW24,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW25,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW26,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW27,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW28,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW29,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW3,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW30,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW31,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW32,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW33,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW34,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW35,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW36,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW37,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW38,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW39,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW4,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW40,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW41,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW42,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW43,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW44,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW45,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW46,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW47,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW48,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW49,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW5,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW50,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW51,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW52,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW53,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW54,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW55,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW56,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW57,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW58,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW59,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW6,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW7,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW8,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_LOW9,"$close,$low",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN0,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN1,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN10,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN11,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN12,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN13,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN14,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN15,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN16,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN17,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN18,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN19,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN2,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN20,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN21,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN22,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN23,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN24,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN25,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN26,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN27,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN28,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN29,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN3,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN30,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN31,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN32,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN33,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN34,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN35,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN36,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN37,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN38,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN39,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN4,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN40,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN41,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN42,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN43,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN44,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN45,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN46,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN47,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN48,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN49,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN5,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN50,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN51,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN52,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN53,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN54,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN55,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN56,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN57,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
