factor,source,original_family,original_subfamily,primary_family,secondary_family,economic_subfamily,mechanism,research_role,sleeve_id,expected_direction,direction_rationale,evidence_level,intended_role,data_horizon,turnover_implication,global_coverage,global_qualified_month_fraction,definition,lineage_status
alpha360_CLOSE11,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9974710850026915,1.0,"Qlib Alpha360 expression: Ref($close, 11)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE12,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.997461423805422,1.0,"Qlib Alpha360 expression: Ref($close, 12)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE13,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.997452535503934,1.0,"Qlib Alpha360 expression: Ref($close, 13)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE14,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9974436472024456,1.0,"Qlib Alpha360 expression: Ref($close, 14)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE15,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9974343724530668,1.0,"Qlib Alpha360 expression: Ref($close, 15)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE16,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9974278028389236,1.0,"Qlib Alpha360 expression: Ref($close, 16)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE17,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9974200738811078,1.0,"Qlib Alpha360 expression: Ref($close, 17)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE18,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9974127313711828,1.0,"Qlib Alpha360 expression: Ref($close, 18)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE19,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9974061617570394,1.0,"Qlib Alpha360 expression: Ref($close, 19)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE2,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9982153836403468,1.0,"Qlib Alpha360 expression: Ref($close, 2)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE20,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973999785907868,1.0,"Qlib Alpha360 expression: Ref($close, 20)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE21,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973930225287528,1.0,"Qlib Alpha360 expression: Ref($close, 21)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE22,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973837477793738,1.0,"Qlib Alpha360 expression: Ref($close, 22)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE23,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973767917173396,1.0,"Qlib Alpha360 expression: Ref($close, 23)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE24,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973702221031964,1.0,"Qlib Alpha360 expression: Ref($close, 24)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE25,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973640389369436,1.0,"Qlib Alpha360 expression: Ref($close, 25)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE26,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.997361720249599,1.0,"Qlib Alpha360 expression: Ref($close, 26)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE27,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973609473538174,1.0,"Qlib Alpha360 expression: Ref($close, 27)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE28,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973574693228004,1.0,"Qlib Alpha360 expression: Ref($close, 28)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE29,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973551506354555,1.0,"Qlib Alpha360 expression: Ref($close, 29)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE3,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9980789675348992,1.0,"Qlib Alpha360 expression: Ref($close, 3)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE30,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.99735244550022,1.0,"Qlib Alpha360 expression: Ref($close, 30)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE31,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973501268128754,1.0,"Qlib Alpha360 expression: Ref($close, 31)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE32,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973493539170938,1.0,"Qlib Alpha360 expression: Ref($close, 32)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE33,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973485810213122,1.0,"Qlib Alpha360 expression: Ref($close, 33)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE34,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973470352297492,1.0,"Qlib Alpha360 expression: Ref($close, 34)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE35,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973470352297492,1.0,"Qlib Alpha360 expression: Ref($close, 35)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE36,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973466487818584,1.0,"Qlib Alpha360 expression: Ref($close, 36)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE37,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973451029902952,1.0,"Qlib Alpha360 expression: Ref($close, 37)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE38,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973427843029504,1.0,"Qlib Alpha360 expression: Ref($close, 38)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE39,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973412385113872,1.0,"Qlib Alpha360 expression: Ref($close, 39)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE4,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.997952599074612,1.0,"Qlib Alpha360 expression: Ref($close, 4)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE40,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973420114071688,1.0,"Qlib Alpha360 expression: Ref($close, 40)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE41,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.997341624959278,1.0,"Qlib Alpha360 expression: Ref($close, 41)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE42,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973427843029504,1.0,"Qlib Alpha360 expression: Ref($close, 42)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE43,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973439436466228,1.0,"Qlib Alpha360 expression: Ref($close, 43)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE44,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973443300945136,1.0,"Qlib Alpha360 expression: Ref($close, 44)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE45,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973458758860768,1.0,"Qlib Alpha360 expression: Ref($close, 45)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE46,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.99734742167764,1.0,"Qlib Alpha360 expression: Ref($close, 46)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE47,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973481945734214,1.0,"Qlib Alpha360 expression: Ref($close, 47)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE48,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9973485810213122,1.0,"Qlib Alpha360 expression: Ref($close, 48)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE49,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.997348967469203,1.0,"Qlib Alpha360 expression: Ref($close, 49)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE5,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9978358918115944,1.0,"Qlib Alpha360 expression: Ref($close, 5)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE50,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973493539170938,1.0,"Qlib Alpha360 expression: Ref($close, 50)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE51,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973493539170938,1.0,"Qlib Alpha360 expression: Ref($close, 51)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE52,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.997348967469203,1.0,"Qlib Alpha360 expression: Ref($close, 52)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE53,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973481945734214,1.0,"Qlib Alpha360 expression: Ref($close, 53)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE54,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973466487818584,1.0,"Qlib Alpha360 expression: Ref($close, 54)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE55,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973466487818584,1.0,"Qlib Alpha360 expression: Ref($close, 55)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE56,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973470352297492,1.0,"Qlib Alpha360 expression: Ref($close, 56)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE57,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.997345489438186,1.0,"Qlib Alpha360 expression: Ref($close, 57)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE58,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973443300945136,1.0,"Qlib Alpha360 expression: Ref($close, 58)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE59,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973439436466228,1.0,"Qlib Alpha360 expression: Ref($close, 59)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE6,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9977528055150752,1.0,"Qlib Alpha360 expression: Ref($close, 6)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE7,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9976782210721532,1.0,"Qlib Alpha360 expression: Ref($close, 7)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE8,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9976051824207948,1.0,"Qlib Alpha360 expression: Ref($close, 8)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_CLOSE9,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9975394862793608,1.0,"Qlib Alpha360 expression: Ref($close, 9)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_HIGH0,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.998631974466615,1.0,Qlib Alpha360 expression: $high/$close Alpha360 batch V4 passed.,legacy_v1
alpha360_HIGH1,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.998361847390955,1.0,"Qlib Alpha360 expression: Ref($high, 1)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_HIGH10,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9974795868562888,1.0,"Qlib Alpha360 expression: Ref($high, 10)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_HIGH11,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9974710850026915,1.0,"Qlib Alpha360 expression: Ref($high, 11)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_HIGH12,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.997461423805422,1.0,"Qlib Alpha360 expression: Ref($high, 12)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_HIGH13,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.997452535503934,1.0,"Qlib Alpha360 expression: Ref($high, 13)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_HIGH14,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9974436472024456,1.0,"Qlib Alpha360 expression: Ref($high, 14)/$close Alpha360 batch V4 passed.",legacy_v1
