catalog_name,factor_name,category,expression,required_fields,missing_fields,field_status,source_project,source_file,source_function,source_commit,source_path
alpha158_CORD60,CORD60,price_volume_correlation,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)","$close,$volume",,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTP5,CNTP5,price_momentum_balance,"Mean($close>Ref($close, 1), 5)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTP10,CNTP10,price_momentum_balance,"Mean($close>Ref($close, 1), 10)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTP20,CNTP20,price_momentum_balance,"Mean($close>Ref($close, 1), 20)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTP30,CNTP30,price_momentum_balance,"Mean($close>Ref($close, 1), 30)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTP60,CNTP60,price_momentum_balance,"Mean($close>Ref($close, 1), 60)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTN5,CNTN5,price_momentum_balance,"Mean($close<Ref($close, 1), 5)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTN10,CNTN10,price_momentum_balance,"Mean($close<Ref($close, 1), 10)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTN20,CNTN20,price_momentum_balance,"Mean($close<Ref($close, 1), 20)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTN30,CNTN30,price_momentum_balance,"Mean($close<Ref($close, 1), 30)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTN60,CNTN60,price_momentum_balance,"Mean($close<Ref($close, 1), 60)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTD5,CNTD5,price_momentum_balance,"Mean($close>Ref($close, 1), 5)-Mean($close<Ref($close, 1), 5)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTD10,CNTD10,price_momentum_balance,"Mean($close>Ref($close, 1), 10)-Mean($close<Ref($close, 1), 10)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTD20,CNTD20,price_momentum_balance,"Mean($close>Ref($close, 1), 20)-Mean($close<Ref($close, 1), 20)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTD30,CNTD30,price_momentum_balance,"Mean($close>Ref($close, 1), 30)-Mean($close<Ref($close, 1), 30)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_CNTD60,CNTD60,price_momentum_balance,"Mean($close>Ref($close, 1), 60)-Mean($close<Ref($close, 1), 60)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMP5,SUMP5,price_momentum_balance,"Sum(Greater($close-Ref($close, 1), 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMP10,SUMP10,price_momentum_balance,"Sum(Greater($close-Ref($close, 1), 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMP20,SUMP20,price_momentum_balance,"Sum(Greater($close-Ref($close, 1), 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMP30,SUMP30,price_momentum_balance,"Sum(Greater($close-Ref($close, 1), 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMP60,SUMP60,price_momentum_balance,"Sum(Greater($close-Ref($close, 1), 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMN5,SUMN5,price_momentum_balance,"Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMN10,SUMN10,price_momentum_balance,"Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMN20,SUMN20,price_momentum_balance,"Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMN30,SUMN30,price_momentum_balance,"Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMN60,SUMN60,price_momentum_balance,"Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMD5,SUMD5,price_momentum_balance,"(Sum(Greater($close-Ref($close, 1), 0), 5)-Sum(Greater(Ref($close, 1)-$close, 0), 5))/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMD10,SUMD10,price_momentum_balance,"(Sum(Greater($close-Ref($close, 1), 0), 10)-Sum(Greater(Ref($close, 1)-$close, 0), 10))/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMD20,SUMD20,price_momentum_balance,"(Sum(Greater($close-Ref($close, 1), 0), 20)-Sum(Greater(Ref($close, 1)-$close, 0), 20))/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMD30,SUMD30,price_momentum_balance,"(Sum(Greater($close-Ref($close, 1), 0), 30)-Sum(Greater(Ref($close, 1)-$close, 0), 30))/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_SUMD60,SUMD60,price_momentum_balance,"(Sum(Greater($close-Ref($close, 1), 0), 60)-Sum(Greater(Ref($close, 1)-$close, 0), 60))/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",$close,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VMA5,VMA5,volume_liquidity,"Mean($volume, 5)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VMA10,VMA10,volume_liquidity,"Mean($volume, 10)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VMA20,VMA20,volume_liquidity,"Mean($volume, 20)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VMA30,VMA30,volume_liquidity,"Mean($volume, 30)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VMA60,VMA60,volume_liquidity,"Mean($volume, 60)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSTD5,VSTD5,volume_liquidity,"Std($volume, 5)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSTD10,VSTD10,volume_liquidity,"Std($volume, 10)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSTD20,VSTD20,volume_liquidity,"Std($volume, 20)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSTD30,VSTD30,volume_liquidity,"Std($volume, 30)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSTD60,VSTD60,volume_liquidity,"Std($volume, 60)/($volume+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_WVMA5,WVMA5,volume_liquidity,"Std(Abs($close/Ref($close, 1)-1)*$volume, 5)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 5)+1e-12)","$close,$volume",,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_WVMA10,WVMA10,volume_liquidity,"Std(Abs($close/Ref($close, 1)-1)*$volume, 10)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 10)+1e-12)","$close,$volume",,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_WVMA20,WVMA20,volume_liquidity,"Std(Abs($close/Ref($close, 1)-1)*$volume, 20)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 20)+1e-12)","$close,$volume",,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_WVMA30,WVMA30,volume_liquidity,"Std(Abs($close/Ref($close, 1)-1)*$volume, 30)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 30)+1e-12)","$close,$volume",,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_WVMA60,WVMA60,volume_liquidity,"Std(Abs($close/Ref($close, 1)-1)*$volume, 60)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 60)+1e-12)","$close,$volume",,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMP5,VSUMP5,volume_liquidity,"Sum(Greater($volume-Ref($volume, 1), 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMP10,VSUMP10,volume_liquidity,"Sum(Greater($volume-Ref($volume, 1), 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMP20,VSUMP20,volume_liquidity,"Sum(Greater($volume-Ref($volume, 1), 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMP30,VSUMP30,volume_liquidity,"Sum(Greater($volume-Ref($volume, 1), 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMP60,VSUMP60,volume_liquidity,"Sum(Greater($volume-Ref($volume, 1), 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMN5,VSUMN5,volume_liquidity,"Sum(Greater(Ref($volume, 1)-$volume, 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMN10,VSUMN10,volume_liquidity,"Sum(Greater(Ref($volume, 1)-$volume, 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMN20,VSUMN20,volume_liquidity,"Sum(Greater(Ref($volume, 1)-$volume, 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMN30,VSUMN30,volume_liquidity,"Sum(Greater(Ref($volume, 1)-$volume, 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMN60,VSUMN60,volume_liquidity,"Sum(Greater(Ref($volume, 1)-$volume, 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMD5,VSUMD5,volume_liquidity,"(Sum(Greater($volume-Ref($volume, 1), 0), 5)-Sum(Greater(Ref($volume, 1)-$volume, 0), 5))/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMD10,VSUMD10,volume_liquidity,"(Sum(Greater($volume-Ref($volume, 1), 0), 10)-Sum(Greater(Ref($volume, 1)-$volume, 0), 10))/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMD20,VSUMD20,volume_liquidity,"(Sum(Greater($volume-Ref($volume, 1), 0), 20)-Sum(Greater(Ref($volume, 1)-$volume, 0), 20))/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMD30,VSUMD30,volume_liquidity,"(Sum(Greater($volume-Ref($volume, 1), 0), 30)-Sum(Greater(Ref($volume, 1)-$volume, 0), 30))/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
alpha158_VSUMD60,VSUMD60,volume_liquidity,"(Sum(Greater($volume-Ref($volume, 1), 0), 60)-Sum(Greater(Ref($volume, 1)-$volume, 0), 60))/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",$volume,,available,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
