batch_id,source_stage,system,factor,status,output_file_count,failure_count,output_dir
batch_003,remaining138,jqfactor_analyzer,alpha158_RESI30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_RESI30
batch_003,remaining138,jqfactor_analyzer,alpha158_RESI60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_RESI60
batch_003,remaining138,jqfactor_analyzer,alpha158_MAX5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_MAX5
batch_003,remaining138,jqfactor_analyzer,alpha158_MAX10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_MAX10
batch_003,remaining138,jqfactor_analyzer,alpha158_MAX20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_MAX20
batch_003,remaining138,jqfactor_analyzer,alpha158_MAX30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_MAX30
batch_003,remaining138,jqfactor_analyzer,alpha158_MAX60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_MAX60
batch_003,remaining138,jqfactor_analyzer,alpha158_MIN5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_MIN5
batch_003,remaining138,jqfactor_analyzer,alpha158_MIN10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/jqfactor_analyzer/alpha158_MIN10
batch_003,remaining138,qlib_eval,alpha158_RESI20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_RESI20
batch_003,remaining138,qlib_eval,alpha158_RESI30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_RESI30
batch_003,remaining138,qlib_eval,alpha158_RESI60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_RESI60
batch_003,remaining138,qlib_eval,alpha158_MAX5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_MAX5
batch_003,remaining138,qlib_eval,alpha158_MAX10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_MAX10
batch_003,remaining138,qlib_eval,alpha158_MAX20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_MAX20
batch_003,remaining138,qlib_eval,alpha158_MAX30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_MAX30
batch_003,remaining138,qlib_eval,alpha158_MAX60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_MAX60
batch_003,remaining138,qlib_eval,alpha158_MIN5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_MIN5
batch_003,remaining138,qlib_eval,alpha158_MIN10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_003/qlib_eval/alpha158_MIN10
batch_004,remaining138,alphalens_reloaded,alpha158_MIN20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_MIN20
batch_004,remaining138,alphalens_reloaded,alpha158_MIN30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_MIN30
batch_004,remaining138,alphalens_reloaded,alpha158_MIN60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_MIN60
batch_004,remaining138,alphalens_reloaded,alpha158_QTLU5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_QTLU5
batch_004,remaining138,alphalens_reloaded,alpha158_QTLU10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_QTLU10
batch_004,remaining138,alphalens_reloaded,alpha158_QTLU20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_QTLU20
batch_004,remaining138,alphalens_reloaded,alpha158_QTLU30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_QTLU30
batch_004,remaining138,alphalens_reloaded,alpha158_QTLU60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_QTLU60
batch_004,remaining138,alphalens_reloaded,alpha158_QTLD5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_QTLD5
batch_004,remaining138,alphalens_reloaded,alpha158_QTLD10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/alphalens_reloaded/alpha158_QTLD10
batch_004,remaining138,jqfactor_analyzer,alpha158_MIN20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_MIN20
batch_004,remaining138,jqfactor_analyzer,alpha158_MIN30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_MIN30
batch_004,remaining138,jqfactor_analyzer,alpha158_MIN60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_MIN60
batch_004,remaining138,jqfactor_analyzer,alpha158_QTLU5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_QTLU5
batch_004,remaining138,jqfactor_analyzer,alpha158_QTLU10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_QTLU10
batch_004,remaining138,jqfactor_analyzer,alpha158_QTLU20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_QTLU20
batch_004,remaining138,jqfactor_analyzer,alpha158_QTLU30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_QTLU30
batch_004,remaining138,jqfactor_analyzer,alpha158_QTLU60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_QTLU60
batch_004,remaining138,jqfactor_analyzer,alpha158_QTLD5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_QTLD5
batch_004,remaining138,jqfactor_analyzer,alpha158_QTLD10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/jqfactor_analyzer/alpha158_QTLD10
batch_004,remaining138,qlib_eval,alpha158_MIN20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_MIN20
batch_004,remaining138,qlib_eval,alpha158_MIN30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_MIN30
batch_004,remaining138,qlib_eval,alpha158_MIN60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_MIN60
batch_004,remaining138,qlib_eval,alpha158_QTLU5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_QTLU5
batch_004,remaining138,qlib_eval,alpha158_QTLU10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_QTLU10
batch_004,remaining138,qlib_eval,alpha158_QTLU20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_QTLU20
batch_004,remaining138,qlib_eval,alpha158_QTLU30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_QTLU30
batch_004,remaining138,qlib_eval,alpha158_QTLU60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_QTLU60
batch_004,remaining138,qlib_eval,alpha158_QTLD5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_QTLD5
batch_004,remaining138,qlib_eval,alpha158_QTLD10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_004/qlib_eval/alpha158_QTLD10
batch_005,remaining138,alphalens_reloaded,alpha158_QTLD20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_QTLD20
batch_005,remaining138,alphalens_reloaded,alpha158_QTLD30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_QTLD30
batch_005,remaining138,alphalens_reloaded,alpha158_QTLD60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_QTLD60
batch_005,remaining138,alphalens_reloaded,alpha158_RANK5,partial_pass,7,1,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_RANK5
batch_005,remaining138,alphalens_reloaded,alpha158_RANK10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_RANK10
batch_005,remaining138,alphalens_reloaded,alpha158_RANK20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_RANK20
batch_005,remaining138,alphalens_reloaded,alpha158_RANK30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_RANK30
batch_005,remaining138,alphalens_reloaded,alpha158_RANK60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_RANK60
batch_005,remaining138,alphalens_reloaded,alpha158_RSV5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_RSV5
batch_005,remaining138,alphalens_reloaded,alpha158_RSV10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/alphalens_reloaded/alpha158_RSV10
batch_005,remaining138,jqfactor_analyzer,alpha158_QTLD20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_QTLD20
batch_005,remaining138,jqfactor_analyzer,alpha158_QTLD30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_QTLD30
batch_005,remaining138,jqfactor_analyzer,alpha158_QTLD60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_QTLD60
batch_005,remaining138,jqfactor_analyzer,alpha158_RANK5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_RANK5
batch_005,remaining138,jqfactor_analyzer,alpha158_RANK10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_RANK10
batch_005,remaining138,jqfactor_analyzer,alpha158_RANK20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_RANK20
batch_005,remaining138,jqfactor_analyzer,alpha158_RANK30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_RANK30
batch_005,remaining138,jqfactor_analyzer,alpha158_RANK60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_RANK60
batch_005,remaining138,jqfactor_analyzer,alpha158_RSV5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_RSV5
batch_005,remaining138,jqfactor_analyzer,alpha158_RSV10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/jqfactor_analyzer/alpha158_RSV10
batch_005,remaining138,qlib_eval,alpha158_QTLD20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_QTLD20
batch_005,remaining138,qlib_eval,alpha158_QTLD30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_QTLD30
batch_005,remaining138,qlib_eval,alpha158_QTLD60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_QTLD60
batch_005,remaining138,qlib_eval,alpha158_RANK5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_RANK5
batch_005,remaining138,qlib_eval,alpha158_RANK10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_RANK10
batch_005,remaining138,qlib_eval,alpha158_RANK20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_RANK20
batch_005,remaining138,qlib_eval,alpha158_RANK30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_RANK30
batch_005,remaining138,qlib_eval,alpha158_RANK60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_RANK60
batch_005,remaining138,qlib_eval,alpha158_RSV5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_RSV5
batch_005,remaining138,qlib_eval,alpha158_RSV10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_005/qlib_eval/alpha158_RSV10
batch_006,remaining138,alphalens_reloaded,alpha158_RSV20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_RSV20
batch_006,remaining138,alphalens_reloaded,alpha158_RSV30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_RSV30
batch_006,remaining138,alphalens_reloaded,alpha158_RSV60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_RSV60
batch_006,remaining138,alphalens_reloaded,alpha158_IMAX5,partial_pass,7,1,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX5
batch_006,remaining138,alphalens_reloaded,alpha158_IMAX10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX10
batch_006,remaining138,alphalens_reloaded,alpha158_IMAX20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX20
batch_006,remaining138,alphalens_reloaded,alpha158_IMAX30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX30
batch_006,remaining138,alphalens_reloaded,alpha158_IMAX60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX60
batch_006,remaining138,alphalens_reloaded,alpha158_IMIN5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMIN5
batch_006,remaining138,alphalens_reloaded,alpha158_IMIN10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMIN10
batch_006,remaining138,jqfactor_analyzer,alpha158_RSV20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_RSV20
batch_006,remaining138,jqfactor_analyzer,alpha158_RSV30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_RSV30
batch_006,remaining138,jqfactor_analyzer,alpha158_RSV60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_RSV60
batch_006,remaining138,jqfactor_analyzer,alpha158_IMAX5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_IMAX5
batch_006,remaining138,jqfactor_analyzer,alpha158_IMAX10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_IMAX10
batch_006,remaining138,jqfactor_analyzer,alpha158_IMAX20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_IMAX20
batch_006,remaining138,jqfactor_analyzer,alpha158_IMAX30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_IMAX30
batch_006,remaining138,jqfactor_analyzer,alpha158_IMAX60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_IMAX60
batch_006,remaining138,jqfactor_analyzer,alpha158_IMIN5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_IMIN5
batch_006,remaining138,jqfactor_analyzer,alpha158_IMIN10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/jqfactor_analyzer/alpha158_IMIN10
batch_006,remaining138,qlib_eval,alpha158_RSV20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_RSV20
batch_006,remaining138,qlib_eval,alpha158_RSV30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_RSV30
batch_006,remaining138,qlib_eval,alpha158_RSV60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_RSV60
batch_006,remaining138,qlib_eval,alpha158_IMAX5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_IMAX5
batch_006,remaining138,qlib_eval,alpha158_IMAX10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_IMAX10
batch_006,remaining138,qlib_eval,alpha158_IMAX20,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_IMAX20
batch_006,remaining138,qlib_eval,alpha158_IMAX30,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_IMAX30
batch_006,remaining138,qlib_eval,alpha158_IMAX60,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_IMAX60
batch_006,remaining138,qlib_eval,alpha158_IMIN5,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_IMIN5
batch_006,remaining138,qlib_eval,alpha158_IMIN10,pass,4,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/qlib_eval/alpha158_IMIN10
batch_007,remaining138,alphalens_reloaded,alpha158_IMIN20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN20
batch_007,remaining138,alphalens_reloaded,alpha158_IMIN30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN30
batch_007,remaining138,alphalens_reloaded,alpha158_IMIN60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN60
batch_007,remaining138,alphalens_reloaded,alpha158_IMXD5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD5
batch_007,remaining138,alphalens_reloaded,alpha158_IMXD10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD10
batch_007,remaining138,alphalens_reloaded,alpha158_IMXD20,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD20
batch_007,remaining138,alphalens_reloaded,alpha158_IMXD30,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD30
batch_007,remaining138,alphalens_reloaded,alpha158_IMXD60,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD60
batch_007,remaining138,alphalens_reloaded,alpha158_CORR5,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_CORR5
batch_007,remaining138,alphalens_reloaded,alpha158_CORR10,pass,8,0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_CORR10
batch_007,remaining138,jqfactor_analyzer,alpha158_IMIN20,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/jqfactor_analyzer/alpha158_IMIN20
batch_007,remaining138,jqfactor_analyzer,alpha158_IMIN30,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/jqfactor_analyzer/alpha158_IMIN30
batch_007,remaining138,jqfactor_analyzer,alpha158_IMIN60,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/jqfactor_analyzer/alpha158_IMIN60
batch_007,remaining138,jqfactor_analyzer,alpha158_IMXD5,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/jqfactor_analyzer/alpha158_IMXD5
batch_007,remaining138,jqfactor_analyzer,alpha158_IMXD10,partial_pass,5,2,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/jqfactor_analyzer/alpha158_IMXD10
